id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin
278,bairesdev,,2020-12-05,'Welcome aboard!Arthur Pesco - Antonio Gloria - Ernesto Hernandez - Alexandre Shimono - Matheus Lisboa de Barros#NewTeam',84,6,0,#NewTeam',linkedin
279,bairesdev,,2020-04-09,"'In this article, Diego Espada, BairesDev’s Head of PMO, details the advantages of progressive apps: https://lnkd.in/ejJAE4Q#ProgressiveApps #PWAs'",63,0,0,"#ProgressiveApps, #PWAs'",linkedin
280,bairesdev,,2020-12-05,'The future of retail is here. Discover the 6 trends that are reshaping the industry’s future and how can our developers revolutionize your business.https://lnkd.in/dXsJwqw',25,0,0,,linkedin
281,bairesdev,,2020-10-06,"'We are thrilled to introduce you to Andrew Burgert, our new Chief Business Officer. We are confident that you will bring a lot of experience and knowledge, delivering exceptional results to the company. Welcome to the team Andrew!'",47,1,0,,linkedin
282,bairesdev,,2020-06-08,"""Emma White, BairesDev's Business Development Manager, goes over how the COVID pandemic has impacted the retail industry. Discover more here: https://lnkd.in/eXpH7sp#RetailIndustry #COVID""",59,0,0,"#RetailIndustry, #COVID""",linkedin
283,bairesdev,,2020-12-05,'Welcome to our newest team members.Cesar Olmeda - Harys Vizcaino - William Palacios - Francisco A. - Juan Carlos Martinez#NewTeam',96,4,0,#NewTeam',linkedin
284,bairesdev,,2020-12-05,"'We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• 3+ years of development using other programming languages.• Experience in development with object-oriented programming is desirable.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/gty2DCr#JobSearch #Python'",41,4,0,"#JobSearch, #Python'",linkedin
285,bairesdev,,2020-12-05,'We partnered with Google and provided experts in Software and Automation Engineering to ensure the quality of iOS Apps for some of their most relevant products.https://lnkd.in/ducqHdd',44,4,0,,linkedin
286,bairesdev,,2020-05-09,"""In this article, understand e-commerce's current scenario amidst the Coronavirus pandemic. Read more here: https://lnkd.in/eUYnScV#Ecommerce #Business""",86,4,0,"#Ecommerce, #Business""",linkedin
287,bairesdev,,2020-05-09,'Check out Nacho De Marco’s new feature on Forbes Expert Panel analyzing relevant trends for mobile app development. Read more here: https://lnkd.in/gQXHhJ8',33,0,0,,linkedin
288,bairesdev,,2020-11-05,"'We are looking for Magento 2 Developers to join us!• 5+ years of experience in Magento.• Strong skills with PHP, JavaScript, HTML, CSS, and MySQL.• Solid knowledge of modern UI/UX trends.• Magento certification is a plus.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dNyb87d#JobSearch #Magento2'",28,2,0,"#JobSearch, #Magento2'",linkedin
289,bairesdev,,2020-04-09,"'Emma White, BairesDev’s Business Development Manager, gives advice on strategies to improve the remote working experience: https://lnkd.in/eFkYa4y#RemoteWork #RemoteTeams'",81,2,0,"#RemoteWork, #RemoteTeams'",linkedin
290,bairesdev,,2020-04-09,'Nacho De Marco wrote for Forbes Expert Panel analyzing the best way to incorporate machine learning and AI into your workflow: https://lnkd.in/g3cVXY9',46,0,0,,linkedin
291,bairesdev,,2020-11-05,"""Our team is always growing. Welcome aboard!Gustavo Emmel - Boney D'Cruz - Alvaro Fraga - Luis Estevez - David Lyon#NewTeam""",99,11,0,"#NewTeam""",linkedin
292,bairesdev,,2020-12-05,'Everything we do is defined by a Design Thinking mindset to guarantee software development excellence. Find out more about our methodologies.https://lnkd.in/dKt-gDY',32,0,0,,linkedin
293,bairesdev,,2020-11-05,"'We are looking for Vue.js Developers to join us!• 5+ years of experience with software development.• 3+ years of experience with Vue.js development.• Strong skills with the JavaScript language, and frameworks (React, Angular, Ember, etc.).• Expert/Advanced experience in front-end technologies, security architectures, and user experience.• Advanced in developing and testing web-based, mobile-web based, and fully responsive web applications using JavaScript frameworks such as Jest, Mocha, Chai, Jasmine, etc.• Experienced in service integrations (Web Services, CMS / Commerce systems, 3rd party APIs, etc.).• Experience with both consuming and designing RESTful APIs.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dJDfiFz#Jobs #Vuejs'",32,1,0,"#Jobs, #Vuejs'",linkedin
294,bairesdev,,2020-11-05,"'Nacho De Marco has been named “Executive of the Year” at the 2020 BIG Awards for Business! As CEO and Co-Founder of BairesDev, Nacho has always prioritized the high-quality delivery of custom technology solutions via the Top 1% of IT Talent. This award, like those before it, is a reflection of his thorough commitment to innovation in the IT industry and beyond. Congratulations, Nacho!Read more here: https://lnkd.in/dGbeyEg#Recognition #ExecutiveOfTheYear'",237,7,0,"#Recognition, #ExecutiveOfTheYear'",linkedin
295,bairesdev,,2020-11-05,'IT Staff Augmentation adds the extra talent needed to boost your development projects. Reach your business goals faster and more cost-efficiently with our Extended Team.https://lnkd.in/e9tkjcA',19,0,0,,linkedin
296,bairesdev,,2020-11-05,"'We are looking for Node.js Developers to join our team!• 5+ years of experience in Node development.• Experience in Video and HLS.• Excellent command of English, both spoken and written.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#Jobs #Nodejs'",34,3,0,"#Jobs, #Nodejs'",linkedin
297,bairesdev,,2020-11-05,'Welcome aboard!Jhair Vincenzo Lozano Angulo - Luis Armando Salitrero Pérez - Arturo Bojorquez Becerril - André Dadamos - Aline Andres#NewTeam',113,3,0,#NewTeam',linkedin
298,bairesdev,,2020-11-05,"'Python is a general-purpose language, used to create optimum products. Is it the ideal language for your next development project? Click here and explore Python’s best qualities and features: https://lnkd.in/drurewi'",20,1,0,,linkedin
299,bairesdev,,2020-11-05,"'We are looking for Adobe AEM Developers to join us!• 5+ years of work experience in software engineering and/or development operations and 3+ years of work experience in AEM / CQ implementation projects.• 3+ years of experience in Java, J2EE, Spring, Ajax, OSGI, JCR, and SQL.• Experience building modern decoupled single page web applications with React backed by REST or GraphQL web services.• Experience with modern DevOps pipelines and tools.• Experience building CMS templates and components for AEM using HTML/Sightly, and Java backing objects.• Experience developing AEM clientlibs and migrating HTML/JS/CSS into AEM.• Troubleshooting AEM deployed code and infrastructure.• Previous experience with Sprint based Agile development, including estimation, scoping, and successful delivery.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dtpFsRj#JobSearch #AdobeAEM'",9,0,0,"#JobSearch, #AdobeAEM'",linkedin
300,bairesdev,,2020-11-05,'Technical expertise and unparalleled experience are just a few of the many benefits of our Development teams. Discover more about our teams composed only by the Top 1% of IT Talent.https://lnkd.in/dk7wua3',21,0,0,,linkedin
301,bairesdev,,2020-11-05,"'BairesDev was selected as one of the Fastest-Growing Private Companies in the Bay Area by the San Francisco Business Times! The combination of a remote mindset, a smart work approach, and a team built with the Top 1% of IT Talent will keep pushing us forward. Congratulations to our entire team!Learn more at: https://lnkd.in/di-9nFh#Awards #SmartWork #Talent'",133,2,0,"#Awards, #SmartWork, #Talent'",linkedin
302,bairesdev,,2020-11-05,'Welcome to our newest team members.Agustin M. - Ramiro Cevallos - Marcos Akerman - Fernando Guimarães - Eduardo Marín Nicolalde#NewTeam',77,1,0,#NewTeam',linkedin
303,bairesdev,,2020-11-05,'We offer full Blockchain Services to help your business work in a smarter way while reducing risks and improving security. We are ready to help you apply this technology and drive your digital transformation.https://lnkd.in/dtE_Pn9',31,0,0,,linkedin
304,bairesdev,,2020-11-05,"'We are looking for React Native Developers to join our team!• 5+ years of experience in Front End development with strong skills in Javascript, CSS3, and HTML5.• 2+ years of experience working with RoR.• 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.• Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",35,1,0,"#JobSearch, #ReactNative'",linkedin
305,bairesdev,,2020-11-05,'Our team is always growing. Welcome aboard!Manoel Souza - Daniela Franca - Sérgio Rodrigues - Andre Young Almeida - Pedro Carnelutti Morais#NewTeam',122,1,0,#NewTeam',linkedin
306,bairesdev,,2020-11-05,"'We are looking for Angular Developers to join us!• 4+ years of experience in Angular 2+.• Experience in developing applications using Angular/Java technology stack.• Solid experience with HTML, CSS, and writing cross-browser compatible code.• Strong knowledge of AJAX and JavaScript Dom manipulation Techniques.• Experience with MSSQL and/or PostgresSQL.• Experience with React is a plus.• Advanced English level.Apply here: https://lnkd.in/dRGd4dR#Jobs #Angular'",52,4,0,"#Jobs, #Angular'",linkedin
307,bairesdev,,2020-11-05,"'We are looking for Shopify Developers to join us!• 6+ years of experience working with different technologies.• 5+ years of experience working with Shopify technology.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/de5tkeh #JobSearch #Shopify'",37,1,0,"#JobSearch, #Shopify'",linkedin
308,bairesdev,,2020-11-05,'Welcome aboard!Ricardo Del Rayo Ochoa - Lucas Almeida Siqueira - Henrique Cardoso - Salvador Colocho - Gabriel Galvão#NewTeam',105,2,0,#NewTeam',linkedin
309,bairesdev,,2020-11-05,"'We are looking for Salesforce Developers to join us!• 5+ years of experience as a Salesforce Developer.• Advanced knowledge of APEX.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dBsvBEv#Jobs #Salesforce'",39,0,0,"#Jobs, #Salesforce'",linkedin
310,bairesdev,,2020-11-05,"""Rocío Belfiore, BairesDev's Chief R&D Officer, has been named Female Executive of the Year at the 2020 Women World Awards! Rocio's leadership, innovation, and organizational performance have made her an inspiration for our entire team and we couldn't be more thrilled for her. She was also recognized as Woman of the Year in the Excellence in Industry IT Services category for her outstanding achievements in 2020. Congratulations, Rocio!Read more about this achievement here: https://lnkd.in/dJE-J63#Recognition #WomanOfTheYear""",159,3,0,"#Recognition, #WomanOfTheYear""",linkedin
311,bairesdev,,2020-11-05,'Welcome to our newest team members.Fernando Marroquim L. A. Neto - Bruno César Ribeiro e Silva - Andrés Botero Sepúlveda - Wilson Guasca R. - Mathias Berwig#NewTeam',110,3,0,#NewTeam',linkedin
312,bairesdev,,2020-11-05,"'We are looking for a QA Automation Analyst to join our team!• 5+ years of experience in automated testing.• Good skills with C, C ++, Java, and Python.• Deep knowledge of Unix and Linux environments.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd #JobSearch #QA'",44,3,0,"#JobSearch, #QA'",linkedin
313,bairesdev,,2020-11-05,"""BairesDev was selected as one of the Best Companies for Compensation in the USA! This award by Comparably was based on anonymous feedback from our top talented team and we're incredibly thankful to everyone that shared their experience.Find out more here: https://lnkd.in/d8XHQEm#Awards #Compensation #Talent""",149,5,0,"#Awards, #Compensation, #Talent""",linkedin
314,bairesdev,,2020-11-05,'Welcome aboard!Bruno Sacco - Juliana Ponzio - Carlos H. Guizar S. - André Gomes Árabe Saraiva - Rafael M da S Santos#NewTeam',157,9,0,#NewTeam',linkedin
315,bairesdev,,2020-11-05,"'We are looking for .NET Developers to join our team!• 5+ years of experience in Web projects, C #, SQL Server.• Experience with HTML / CSS and JavaScript frameworks.• Experience with MVC.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/e8e5zKX#Jobs #NETDeveloper'",53,2,0,"#,, #Jobs, #NETDeveloper'",linkedin
316,bairesdev,,2020-11-05,'Our team is always growing. Welcome aboard!Hal Bennick - Jorge Laitano - Anthony Battaglia - Mateus Alves de Pinho - Harold Nicaragua Guzmán#NewTeam',112,6,0,#NewTeam',linkedin
317,bairesdev,,2020-11-05,"'We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• 3+ years of development using other programming languages.• Experience in development with object-oriented programming is desirable.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",45,3,0,"#JobSearch, #Python'",linkedin
318,bairesdev,,2020-11-05,"""We have partnered with Gennev to develop a robust website for healthcare solutions. With telemedicine on the rise, this has been a great opportunity to improve the site's performance, scalability, security, and UX.https://lnkd.in/darHJqU""",36,0,0,,linkedin
319,bairesdev,,2020-11-05,"'Want to get a high-paying, full-time, and 100% remote job offer? Participate in our first hiring tournament, exclusive for Python developers in Latin America. Are you up for the challenge? Register here: https://lnkd.in/gCGwCT6#Python #Hiring'",111,13,0,"#Python, #Hiring'",linkedin
320,bairesdev,,2020-11-05,"'Experiment our full-cycle software development services specially designed to fit your requirements. We offer top quality solutions, tailored to your needs.https://lnkd.in/emjaJav'",29,0,0,,linkedin
321,bairesdev,,2020-11-05,"'We are looking for React Developers to join us!• 5+ years of experience in Front-End development with skills in JavaScript, CSS3, and HTML5.• 1+ years of experience developing Web apps.• Experience with JavaScript Frameworks.• Experience with command lines, APIs, and client-side performance.• Familiar with the concepts of basic programming and data structures, types of variables, and idiosyncrasies• Comfortable using debuggers and code tracking.• Proven experience in the use of Jasmine or similar tools for Front End testing.If you are interested, click here and apply: https://lnkd.in/dXebRZz#JobSearch #React'",46,2,0,"#JobSearch, #React'",linkedin
322,bairesdev,,2020-10-06,"'We are looking for Vue.js Developers to join us!• 5+ years of experience with software development.• 3+ years of experience with Vue.Js development.• Strong skills with the JavaScript language, and frameworks (React, Angular, Ember, etc).• Expert/Advanced experience in front-end technologies, security architectures, and user experience.• Advanced in developing and testing web-based, mobile-web based, and fully responsive web applications using JavaScript frameworks such as Jest, Mocha, Chai, Jasmine, etc.• Experienced in service integrations (Web Services, CMS / Commerce systems, 3rd party APIs, etc).• Experience with both consuming and designing RESTful APIs.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dJDfiFz#JobSearch #Vuejs'",34,2,0,"#JobSearch, #Vuejs'",linkedin
323,bairesdev,,2020-10-06,"'We are looking for React Native Developers to join us!- 5+ years of experience in Front End development with strong skills in Javascript, CSS3 and HTML5.- 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.- 2+ years of experience working with RoR.- Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.- Advanced English level.If you are interested, click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",32,0,0,"#JobSearch, #ReactNative'",linkedin
324,bairesdev,,2020-10-06,'Welcome to our newest team members!Leonardo Thizon Waterkemper - María José García Rojas - Martín Traverso - Gabriel Pereira - Edward Garó#NewTeam',86,2,0,#NewTeam',linkedin
325,bairesdev,,2020-10-06,'Our team is always growing. Welcome aboard!Jorge Felipe Morales Oyarzun - Juan Pablo Sánchez Isaquita - Jose Antonio Tavares Filho - Eloy Urbina Mendez - Rodrigo Costa#NewTeam',118,1,0,#NewTeam',linkedin
326,bairesdev,,2020-10-06,'Fintech companies looking to create new software or revamp existing applications need to work with a QA company as experienced as BairesDev. We have the QA expertise to create the most robust software. https://lnkd.in/dMkasx3',21,0,0,,linkedin
327,bairesdev,,2020-11-05,'Outsourcing software developers allows organizations to develop high-quality software products in an efficient way. BairesDev has years of experience delivering unmatched results with the Top 1% IT Talent.https://lnkd.in/egZEppr',35,0,0,,linkedin
328,bairesdev,,2020-10-06,'Boost your client engagement by providing flawless user experience. Our Top 1% Engineers craft sophisticated User Interfaces that connect your clients to your brand.https://lnkd.in/dHGbd4T',32,0,0,,linkedin
329,bairesdev,,2020-11-05,'Cloud Computing can help organizations drive innovation and business transformation by increasing business agility while lowering costs and reducing IT complexity. Trust on our complete and integrated Cloud services to reap all of its benefits.https://lnkd.in/edzkJen',21,0,0,,linkedin
330,bairesdev,,2020-10-06,'Welcome aboard!Antonio Vargas - Víctor De León - Evelyn Aranda Acuña - Vitor Giacomelli Rodrigues - Marcelo H. de Souza#NewTeam',137,4,0,#NewTeam',linkedin
331,bairesdev,,2020-10-06,"""Welcome to our newest team members!Simon Neufville - Camilo Rojas - Luciana Vigil D'Angelo - Felipe Vale De Carvalho  - Alex Ccacyahuillca#NewTeam""",101,4,0,"#NewTeam""",linkedin
332,bairesdev,,2020-10-06,"'We are looking for Ruby Developers to join us! - 6+ years of experience in Software Engineering.- 5+ years of experience working with RoR.- Full Stack roles are expected to have outstanding skills in - Front End: HTML5, CSS3, JavaScript (FWS as Angular and React).- Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dsNwHcu #JobSearch #Ruby'",36,1,0,"#JobSearch, #Ruby'",linkedin
333,bairesdev,,2020-10-06,"'We are looking for Node Developers to join our team!- 5+ years of experience in Node development.- Experience in Video and HLS.- Excellent command of English.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#JobSearch #Node'",42,2,0,"#JobSearch, #Node'",linkedin
334,bairesdev,,2020-10-06,'Focus on your core competencies by outsourcing to an Autonomous Delivery Team that will handle your software solutions. Execute your projects faster and better with the most talented engineers in the industry.https://lnkd.in/e-_xHSk',40,0,0,,linkedin
335,bairesdev,,2020-10-06,"'We are looking for Salesforce Developers to join us! - 5+ years of experience as Salesforce Developer.- Advanced knowledge of APEX.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dBsvBEv#JobSearch #Salesforce'",44,3,0,"#JobSearch, #Salesforce'",linkedin
336,bairesdev,,2020-10-06,"'We are looking for Python Developers to join our team!- 5+ years of practical experience in Python and Django development.- 3+ years of development using other programming languages.- Experience in development with object-oriented programming is desirable.- Good skills with XML and relational databases (Oracle / MS SQL / MySQL).- Strong professional experience working with large data structures and algorithms.If you are interested, please click here and apply: https://lnkd.in/dxJpKgy#JobSearch #Python'",60,4,0,"#JobSearch, #Python'",linkedin
337,bairesdev,,2020-10-06,"""Child's Play improves the lives of children in hospitals, clinics, domestic violence shelters, and other facilities using the power of videogames. For the second year in a row, this NPO has been one of the most supported organizations in our Donations Program. Read more here: https://lnkd.in/dVUhTkU#CharityWork #Donations""",65,0,0,"#CharityWork, #Donations""",linkedin
338,bairesdev,,2020-10-06,'Our team is always growing. Welcome aboard!Laura Rivas - Armando Jose Arias Gomez - Andre Racco - Marlon Brenes -  Flávio França #NewTeam',118,3,0,#NewTeam',linkedin
339,bairesdev,,2020-10-06,"'We are looking for a QA Automation Analyst to join our team!- 5+ years of experience in automated testing.- Good skills with C, C ++, Java, and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd#Jobs #QA'",48,2,0,"#Jobs, #QA'",linkedin
340,bairesdev,,2020-10-06,"'We are looking for Golang Developers to join our team!- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem-solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English is mandatory.If you are interested, please click here and apply: https://lnkd.in/dZnQPC7#Jobs #Golang'",35,0,0,"#Jobs, #Golang'",linkedin
341,bairesdev,,2020-10-06,"'Girls Who Code, an NPO closing the gender gap in the tech industry, received the most support from our clients in our 2020 Donations Program. With over 8,500 programs worldwide, GWC has reached more than 500 million people and helped over 300,000 girls get started with coding. Read more here: https://lnkd.in/dFgGJcr#CharityWork #Donations'",71,0,0,"#CharityWork, #Donations'",linkedin
342,bairesdev,,2020-10-06,'Welcome aboard!Alberto Gómez Guevara - Luciano Augusto - Ricardo Rendón Garza - Novak Zaballa - Vivian Nigri#NewTeam',141,2,0,#NewTeam',linkedin
343,bairesdev,,2020-10-06,"'We are looking for React Developers to join us! - 5+ years of experience in Front-End development with skills in JavaScript, CSS3, and HTML5. - 1+ years of experience developing Web apps. - Experience with JavaScript Frameworks. - Experience with command lines, APIs, and client-side performance.- Familiar with the concepts of basic programming and data structures, types of variables, and idiosyncrasies- Comfortable using debuggers and code tracking.- Proven experience in the use of Jasmine or similar tools for Front End testing.If you are interested, click here and apply: https://lnkd.in/dXebRZz#Jobs #React'",46,2,0,"#Jobs, #React'",linkedin
344,bairesdev,,2020-10-06,'Welcome to our newest team members!Sebastián Lara - Victor Montoya - Erik C. - Israel Campos Huerta - Edmundo Figueroa Herbas#NewTeam',124,4,0,#NewTeam',linkedin
345,bairesdev,,2020-10-06,"""For us, talent is what matters. However, we know the world is full of talented people who need the right conditions to thrive. That's why we have started a continuous program to donate part of our revenue to nonprofits that empower people and build spaces where talent can shine.Throughout the year, we team-up with our clients and donate to amazing organizations on their behalf. Our clients can choose from a list of nonprofits or make their own choice.We want to do our part to make the world a place where anyone can thrive on their capabilities, no matter who they are or where they come from—and we're just getting started.https://lnkd.in/dhZdVBg#CharityWork #Donations""",113,2,0,"#CharityWork, #Donations""",linkedin
346,bairesdev,,2020-10-06,'Expand your capabilities with our Custom Software Solutions. Outsource your IT needs with the Top 1% of IT Talent.https://lnkd.in/dCzsvxk',35,0,0,,linkedin
347,bairesdev,,2020-10-06,"""Recently, our leadership team attended an invitation-only event hosted by Google Cloud to share BairesDev's vast experience in smart working and remote methodologies, particularly with G Suite.Distributed teams have always been a core element of our culture and we are eager to continue building an interconnected world driven by talent.#SmartWorking #DistributedTeams #Talent""",56,0,0,"#SmartWorking, #DistributedTeams, #Talent""",linkedin
348,bairesdev,,2020-10-06,"'We are looking for a QA Automation Analyst to join our team!- 5+ years of experience in automated testing.- Good skills with C, C ++, Java, and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGmSmsd#JobSearch #QA'",46,1,0,"#JobSearch, #QA'",linkedin
349,bairesdev,,2020-10-06,'Discover which Enterprise-Level Software Applications your company should adopt and learn how we help companies design and create systems to efficiently solve niche problems.https://lnkd.in/dVt3EEj',31,1,0,,linkedin
350,bairesdev,,2020-10-06,"'Among other benefits, IT Staff Augmentation helps businesses find the best talent for their development needs. Get the Top 1% IT Talent and ensure the long-term flexibility of your IT staff.https://lnkd.in/dKj4PQK'",41,0,0,,linkedin
351,bairesdev,,2020-09-06,"'We are looking for Node Developers to join our team!- 5+ years of experience in Node development.- Experience in Video and HLS.- Excellent command of English.If you are interested, please click here and apply: https://lnkd.in/ejd2xPa#JobSearch #Node'",50,0,0,"#JobSearch, #Node'",linkedin
352,bairesdev,,2020-09-06,"'BairesDev has been recognized as a Top B2B Company in Latin America by Clutch! We are incredibly grateful for this award and take it both as an honor and an encouragement. Our Top 1% IT Talent team will continue to push the limits of software development and guarantee high-quality delivery for all our clients, every time.https://lnkd.in/eusBAWB#Recognition #Achievement'",135,6,0,"#Recognition, #Achievement'",linkedin
353,bairesdev,,2020-09-06,'Welcome aboard!Mauricio Gracia Gutierrez - Héctor Andrés Leal Vega - Walter Valderrama Herrera - Virdis Antenor - Renata Faraco#NewTeam',142,6,0,#NewTeam',linkedin
354,bairesdev,,2020-10-06,"'Feeding America, the leading NPO fighting hunger in the US, was one of the most supported organizations in the 2020 Donations Program. Their nationwide food accessibility network is at the forefront of change for American communities. Learn more about them here: https://lnkd.in/dsYavDn#CharityWork #Donations'",47,0,0,"#CharityWork, #Donations'",linkedin
355,bairesdev,,2020-10-06,'IT outsourcing occurs when a company hires external service providers to deliver custom IT solutions and achieve particular technology goals. Accomplish your business goals with the help of the Top 1% of IT Talent.https://lnkd.in/e2-jVCa',32,0,0,,linkedin
356,bairesdev,,2020-09-06,"'We are looking for Golang Developers to join our team!- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem-solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English is mandatory.If you are interested, please click here and apply: https://lnkd.in/dZnQPC7#JobSearch #Golang'",51,0,0,"#JobSearch, #Golang'",linkedin
357,bairesdev,,2020-09-06,'The IoT is making the world a more connected place. Is your enterprise leveraging these cutting edge technologies to grow?https://lnkd.in/dhdt_Ab',39,0,0,,linkedin
358,bairesdev,,2020-09-06,'Welcome to our newest team members!Saul Enrique Rodriguez Suarez - Martín Pereyra Gamboa - Reinaldo MACIEL - Gabriel Carrero - Raidel Torres#NewTeam',105,6,0,#NewTeam',linkedin
359,bairesdev,,2020-09-06,"'We are looking for DevOps Engineers to join our team!- 5+ years of experience working as DevOps.- Strong technical knowledge in technologies such as (but not limited to) UCS, Linux, SAN / NAS, virtualization (Openstack / VMware), and IaaS + PaaS + SaaS.- Development with Shell, Perl, Python.- Knowledge of compilers and accelerators (gmake, emake, etc.).- Strong leadership, and capacity for decision making.- Good communication and interpersonal relationships.If you are interested, please click here and apply: https://lnkd.in/dP75HwU#JobSearch #DevOps'",55,2,0,"#JobSearch, #DevOps'",linkedin
360,bairesdev,,2020-09-06,"""What a milestone! Nacho De Marco won Top CEO of the Year at the 2020 CEO World Awards! This event celebrates the achievements of thousands of leaders behind the year's most outstanding initiatives and we couldn't be happier with the result. Nacho, congratulations from the whole team!#Recognition #Achievement #CEO""",468,36,0,"#Recognition, #Achievement, #CEO""",linkedin
361,bairesdev,,2020-09-06,"'BairesDev has been named Company of the Year at the 2020 CEO World Awards! This year called for innovation, and we want to thank our team for delivering it with passion and our clients for trusting us. Now more than ever, we are driven by the talent of our distributed teams. Check out all of the details here: https://lnkd.in/dSQ5SRJ#Recognition #Achievement #SoftwareCompany'",162,5,0,"#Recognition, #Achievement, #SoftwareCompany'",linkedin
362,bairesdev,,2020-09-06,"""We work exclusively with the Top 1% IT Talent to guarantee high-quality delivery for our clients, every time. Discover how only the top Software Engineers join our team and drive our clients' digital acceleration.https://lnkd.in/dQxaG-x""",60,0,0,,linkedin
363,bairesdev,,2020-09-06,'Welcome aboard!Fabio Alexandre - Walter Carpio Molina - Elizabeth Portilla Flores - Mauricio Baruch V. - Luiz Gustavo S Mafra#NewTeam',115,8,0,#NewTeam',linkedin
364,bairesdev,,2020-09-06,'Our team is always growing. Welcome aboard!Fabian Silva - Eloisa Martinez - Sebastián Santos - Edwin G. - Jackson J. Silva#NewTeam',130,16,0,#NewTeam',linkedin
365,bairesdev,,2020-09-06,"'At BairesDev, we work with remote and agile methodologies that attract the Top 1% of IT Talent in Latin America. Our Senior Software Engineers work in your time zone, have an optimal cultural fit with your team, and provide the strong technical know-how needed to boost your project.https://lnkd.in/eGPtsQW'",48,0,0,,linkedin
366,bairesdev,,2020-09-06,"'We are looking for Ruby on Rails Developers to join our team! - 6+ years of experience in Software Engineering.- 5+ years of experience working with RoR.- Full Stack roles are expected to have outstanding skills in Front End: HTML5, CSS3, JavaScript (FWS as Angular and React).- Excellent English level.If you are interested, please click here and apply: https://lnkd.in/dFa_Kr4#JobSearch #Ruby'",57,5,0,"#JobSearch, #Ruby'",linkedin
367,bairesdev,,2020-09-06,"'Hard work pays off! BairesDev has been selected as a Grand Trophy Winner at the 2020 CEO World Awards. We received awards in 5 categories, including Gold in ""Company of the Year"" and ""Top CEO of the Year"" for Nacho De Marco. This was an intense competition and we are very proud of our whole team for giving it their best. Read more about this achievement here: https://lnkd.in/dSQ5SRJ#Recognition #Achievement'",289,25,0,"#Recognition, #Achievement'",linkedin
368,bairesdev,,2020-09-06,"'We are looking for Golang Developers to join our team!- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem-solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English is mandatory.If you are interested, please click here and apply: https://lnkd.in/dZnQPC7#JobSearch #Golang'",60,1,0,"#JobSearch, #Golang'",linkedin
369,bairesdev,,2020-10-06,'Our team is always growing. Welcome aboard!Samil Vargas de los Santos - Arturo Sekijima - Emilio Martinez - Lucas Cação Souza - Lic. Carolina Torres Cambon#NewTeam',144,1,0,#NewTeam',linkedin
370,bairesdev,,2020-09-06,"'Data Analytics Outsourcing enables companies to access high-quality talent with critical knowledge of the latest technologies, methods, and processes required to uncover valuable business insights.https://lnkd.in/dmMxiuk'",37,1,0,,linkedin
371,bairesdev,,2020-09-06,'Welcome to our newest team members!Estêvão Samuel Procópio Amaral - Luis D. M. - Carlos Govea - Rodrigo Cericatto - Paulo Maculan#NewTeam',117,11,0,#NewTeam',linkedin
372,bairesdev,,2020-09-06,'Our team is always growing. Welcome aboard!Renato Antonio Battaglia - Eduardo Torres - Itagyba Kuhlmann - Orlando Marciales - Marcela Farias#NewTeam',133,2,0,#NewTeam',linkedin
