id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language
104,hexacta,,2020-04-23,"""This year we proudly celebrate 20 years of experience, offering excellence in software development to clients around the world. This wouldn't have been possible without our dedicated employees and trusted clients. Cheers to another 20 years of innovation and growth! #Hexacta20Years""",23,0,0,"#Hexacta20Years""",linkedin,,,,en
22,dextra-technologies,,2020-04-23,Today is World #PasswordDay It’s time to update your passwords! Follow these basic but important #security tips. Keep your accounts safe and change your passwords often!',7,0,0,"#PasswordDay, #security",linkedin,,,,en
37,dextra-technologies,,2020-04-23,"Have you registered? Join our CEO, Daniel Chávez and our CTO, Héctor Vega, next week for a discussion about ""Sourcing Better Testing and Development Solutions in a Post COVID-19 World""'",6,0,0,,linkedin,,,,en
49,dextra-technologies,,2020-04-23,"Don’t miss it! This Thursday, our CEO Daniel Chávez and CTO Héctor Vega will share their insights on how you can maintain or even scale up #SoftwareDevelopment & #Testing in a COVID-19 environment. Register now! http://ow.ly/qoqk50zreJq April 30- 11:00AM #Nearshore #RemoteWork'",8,0,0,"#SoftwareDevelopment, #Testing, #Nearshore, #RemoteWork'",linkedin,,,,en
59,dextra-technologies,,2020-04-23,It’s Children’s Day in Mexico! Here are some fun and free ideas to keep your kids entertained while quarantined: http://ow.ly/1sBX50ztyFY Enjoy the day and #StayHome #ChildrensDay',4,0,0,"#StayHome, #ChildrensDay'",linkedin,employer branding,post,trabalho remoto,en
87,dextra-technologies,,2020-04-23,"#MayThe4th be with you as you begin this new week! Celebrate Star Wars Day at home with activities from a galaxy far, far away: http://ow.ly/EtWi50zwhQM “We have hope. Hope that things will get better. And they will.”'",9,0,0,#MayThe4th,linkedin,branding,post,Stars Wars Day,en
88,dextra-technologies,,2020-04-23,It’s #WorldBookDay! What are you reading today? Here are 5 places where you can read books for free without leaving your home:• Syncfusion: eBooks on the latest technologies and industry topics https://lnkd.in/g3gVGsQ• Learndatasci: Data Science Books https://lnkd.in/d3BYMQtPublic domain books:• Project Gutenberg: https://www.gutenberg.org/• Open Library: https://openlibrary.org/ • Many Books: https://manybooks.net/',4,0,0,#WorldBookDay!,linkedin,branding,post,Recomendação de livros,en
36,cinq-technologies,,2020-04-23,"A Mutant compartilhou sobre como está a CX e como trabalhar com ela neste momento de pandemia, confira:'",7,0,0,,linkedin,,,,pt
63,cinq-technologies,,2020-04-23,"Lançamento ebook “Design Thinking: a inovação criativa e colaborativa""Chegou o dia do lançamento do nosso ebook em parceria com o Distrito, são mais de 100 páginas de conteúdo para você aprender de um jeito diferente tudo sobre a metodologia do Design Thinking (DT). Com diversos gráficos, depoimentos e exemplos você tem um material rico e gratuito que traz desde a história até a prática do DT. Baixe o material agora mesmo!#BeyondInnovation #BeyondDesign #DesignThinking #Brasil'",40,9,0,"#BeyondInnovation, #BeyondDesign, #DesignThinking, #Brasil'",linkedin,,,,pt
92,cinq-technologies,,2020-04-23,"Happy Hour remoto e com música ao vivo? Demos um jeitinho de nos aproximar ainda mais de todo o time da CINQ e Dextra Digital em uma videoconferência um pouco diferente! Na sexta-feira passada, tivemos diversas apresentações de colaboradores, em um repertório que ia desde o rock clássico ao modão de viola sertanejo! Todo mundo ouviu, curtiu e conversou! Estamos ansiosos para a próxima edição, time! Saca só alguns dos artistas da noite:'",103,4,0,,linkedin,,,,pt
94,cinq-technologies,,2020-04-23,"Nos últimos anos o #TimeCINQ vem construindo uma estrutura robusta de inovação e design. Em parceria com o Distrito, decidimos compartilhar alguns ensinamentos dessa trajetória. Design Thinking: a inovação criativa e colaborativa é um ebook que explica de forma não convencional tudo sobre a abordagem. Nele você poderá aprender desde a história do DT até as ferramentas, prototipação e a entrega final. Além de entender na prática com exemplos da implementação de Design Thinking em nosso dia a dia. Anote na agenda, o lançamento será amanhã, terça-feira (05/05).#BeyondInnovation #BeyondDesign #DesignThinking #Brasil'",44,3,0,"#TimeCINQ, #BeyondInnovation, #BeyondDesign, #DesignThinking, #Brasil'",linkedin,,,,pt
32,softexnacional,,2020-03-24,"Reunimos uma seleção de empresas e startups que podem ajudar no combate ao COVID-19 e minimizar o impacto do momento que estamos vivemos, seja na área de negócios, da saúde ou em outras áreas que também podem colaborar nesse período emergencial. .Acesse e conheça as soluções: https://lnkd.in/dJNpAMd.#tecnologiasalva #tecnologiacuida #tecnologiaaproxima #estamosjuntos'",19,0,0,"#tecnologiasalva, #tecnologiacuida, #tecnologiaaproxima, #estamosjuntos'",linkedin,,,,pt
61,softexnacional,,2020-03-24,"Startups e PMEs: a Comissão Europeia está convocando a submissão de soluções inovadoras para combater o surto de coronavírus..Com um orçamento de € 164 milhões para tecnologias e inovações que possam ajudar no tratamento, teste, monitoramento ou outros aspectos do surto de coronavírus..Inscrições até às 13h de quarta-feira, 18 de março (horário de Brasília, Brasil / 17h horário local de Bruxelas): https://lnkd.in/ecf-dXT.Imagem e fonte: Site oficial da Comissão Europeia www.ec.europa.eu'",4,0,0,,linkedin,,,,pt
117,softexnacional,,2020-03-24,"O Programa IA2 MCTIC surgiu no intuito de promover a face digital da economia, acelerando negócios e soluções orientados á inteligência artificial para melhorar a vida das pessoas. .E é em respeito este propósito, às pessoas e às instituições que estão embarcando conosco nessa jornada que estamos nos adaptando ao cenário atual. .O IA2 MCTIC não para, e continuaremos nossa execução como previsto no cronograma do Programa. Entretanto, todas as nossas ações, incluindo as que inicialmente faríamos de forma presencial, serão executadas através de plataformas digitais. .Continuamos disponíveis para atender suas solicitações não hesite em nos procurar. .Estamos trabalhando para que você possa estar com a gente rumo a um Brasil mais digital.'",10,0,0,,linkedin,,,,pt
118,softexnacional,,2020-03-24,"Nosso Programa de Certificações, MPS.BR, também se adequou a este momento..Em regime especial as atividades da avaliação poderão ser autorizadas para realização remota..Acesse o comunicado oficial do MPS.BR e saiba mais https://lnkd.in/daTuqZV'",7,0,0,,linkedin,,,,pt
119,softexnacional,,2020-03-24,"O MPS.BR vem atuando de forma remota em regime especial para esse momento. Conheça as empresas que foram certificadas em março: Avaliação dos processos de serviços, nível G, na empresa A. K. Okamoto, na sua unidade Visãonet Telecom em Goierê (PR), pela Instituição Avaliadora Qualityfocus: https://lnkd.in/evCwGyS..Avaliação dos processos de software, nível G, na empresa A.S. Serviços de Informática, na sua unidade AnSata em Curitiba (PR), pela Instituição Avaliadora Qualityfocus: https://lnkd.in/ejaVPqq..Avaliação dos processos de software, nível G, na empresa Sistematech, na sua unidade em São Paulo (SP), pela Instituição Avaliadora Implementum: https://lnkd.in/eUmhhtB..Avaliação dos processos de software, nível F, na empresa Spassu Tecnologia e Serviços, na sua unidade em Vitória (ES), pela Instituição Avaliadora ASR: https://lnkd.in/eSPif8C'",13,1,0,,linkedin,,,,pt
120,softexnacional,,2020-03-24,"Por pautarmos sempre nossas ações na #coletividade e no #respeito ao próximo, estamos confiantes que vamos sair dessa pandemia mais humanos e conscientes.Reafirmando nosso cuidado com a saúde dos nossos colaboradores, das suas famílias e de toda a sociedade, a partir de hoje, dia 20/03, todo o nosso time está em regime de home office. Estamos em casa, mas continuamos à disposição via e-mails.Cuidem-se todos! #fiqueemcasa'",25,0,0,"#coletividade, #respeito, #fiqueemcasa'",linkedin,,,,pt
121,softexnacional,,2020-03-24,Dicas para cuidar da sua saúde e produtividade em tempos de #homeoffice..Montamos um manual pra nossa equipe e agora compartilhamos com você..#ficaemcasa #secuide',18,2,0,"#homeoffice..Montamos, #ficaemcasa, #secuide'",linkedin,,,,pt
122,softexnacional,,2020-03-24,"Desafio Covid19: https://lnkd.in/eUSd67k.Uma iniciativa do MPLabs do Ministério Público de Pernambuco e do Open Innovation Lab do Porto Digital, em parceria com a Secretaria de Saúde do Estado de Pernambuco (SES/PE), como estratégia de inovação aberta no contexto da pandemia do SARS-CoV2..Imagem e fonte do texto: Site Oficial do Desafio Covid19 https://lnkd.in/eUSd67k'",9,0,0,,linkedin,,,,pt
123,softexnacional,,2020-03-24,"Venha saber como estamos atuando nesse momento:https://lnkd.in/dGDS53m.Todos os projetos de nosso portfólio continuam ativos e nenhuma ação foi cancelada. As ações presenciais foram remanejadas para realização em formato online ou novas datas foram estabelecidas..Seguimos orientando empresários, startups, empreendedores e órgãos governamentais, buscando assim ser fonte segura de informação tecnológica e de inovação..Nossa equipe continua à disposição via e-mails e ainda em caso de dúvidas fale com comunicação@softex.br..#estamosjuntos'",16,0,0,#estamosjuntos',linkedin,,,,pt
124,softexnacional,,2020-03-24,"Atenção, Aceleradoras e ICTs! O Edital do IA² MCTIC tem nova data de encerramento: 31 de março!.No programa, as ICTs credenciadas ao CATI serão responsáveis pelo apoio e acompanhamento do desenvolvimento da solução e suporte tecnológico..Acesse e inscreva-se: http://softex.br/iamctic/'",10,0,0,,linkedin,,,,pt
99,bairesdev,,2020-03-24,"In this new LinkedIn article, Nacho De Marco presents 3 crucial issues leaders should take into consideration this year: https://lnkd.in/eCG6yVz#Leaders #Leadership'",44,0,0,"#Leaders, #Leadership'",linkedin,,artigo,,en
182,bairesdev,,2020-03-24,"BairesDev has extensive expertise in remote work, and at a time when most businesses are forcefully adopting this methodology, this article has insightful advice on how to make the most of this situation: https://lnkd.in/eVyjSxU#RemoteWork #DistributedTeams #Talent'",88,0,0,"#RemoteWork, #DistributedTeams, #Talent'",linkedin,,artigo,,en
185,bairesdev,,2020-03-24,Nacho De Marco posted a new article on Forbes debating the viability of cashless societies. You can read more here: https://lnkd.in/eaUzkRw',42,1,0,,linkedin,,artigo,,en
191,bairesdev,,2020-03-24,"We partnered with NextRoll, Inc. (formerly AdRoll Group) to develop digital products that boost their possibilities as online marketing leaders. You can read more about how we are working together in our newest case study: https://lnkd.in/eJAgRGr#CaseStudy #Clients'",87,0,0,"#CaseStudy, #Clients'",linkedin,,,,en
192,bairesdev,,2020-03-24,"In this article, discover the 5 tech solutions that are helping fight Coronavirus: https://lnkd.in/ehs8_zV#Coronavirus #Technology #TechSolutions'",68,0,0,"#Coronavirus, #Technology, #TechSolutions'",linkedin,,artigo,,en
193,bairesdev,,2020-03-24,"Facundo Molina, BairesDev’s Chief Business Officer, explains the pros of working with a hybrid cloud. Learn more here: https://lnkd.in/enQFaX4#Cloud #Business #Development'",33,0,0,"#Cloud, #Business, #Development'",linkedin,,,,en
195,bairesdev,,2020-03-24,Nacho De Marco participated in Forbes Expert Panel analyzing how can DataOps benefit your business. Check it out here!https://lnkd.in/e-mhdGY',15,0,0,,linkedin,,,,en
196,bairesdev,,2020-03-24,We are proud to announce that we have been recognized by Clutch as a Top Web Development Firm. Read more about our achievement here: https://lnkd.in/eJeS9SV#TopWebDevelopmentFirm #Recognition #Achievement',110,1,0,"#TopWebDevelopmentFirm, #Recognition, #Achievement'",linkedin,,,,en
204,bairesdev,,2020-03-24,Nacho De Marco participated in a new Forbes Expert Panel writing about how to avoid crucial mistakes when performing IT restructuring. Check it out here: https://lnkd.in/eya-CTf',18,1,0,,linkedin,,,,en
309,bairesdev,,2020-03-24,Welcome to our newest team members!Maria Belén Dal Farra - Ricardo Augusto - Arturo L. - Marcos do Canto - Arthur Andrade#NewTeam',227,14,0,#NewTeam',linkedin,,,,en
311,bairesdev,,2020-03-24,Our team is always growing. Welcome aboard!Randy Frutos Guzmán - Manuel Alejandro Lara Huerta - Fabio Marcel Okazaki- Lester Barahona - Pedro Nery#NewTeam',228,11,0,#NewTeam',linkedin,,,,en
312,bairesdev,,2020-03-24,Welcome aboard!Sandra Barros - Alex Rogério - Federico Jaramillo - Ricardo Salazar González - Douglas Poveda#NewTeam',229,20,0,#NewTeam',linkedin,,,,es
313,bairesdev,,2020-03-24,"At BairesDev, achieving a work-life balance is possible. Check out Gustavo’s experience!#BairesDevLife #Testimonial #Employees'",195,0,0,"#BairesDevLife, #Testimonial, #Employees'",linkedin,negócios,case,client's Testimonial,en
314,bairesdev,,2020-03-24,Boost flexibility and collaboration among your teams moving your business to the Cloud with our top talented Cloud Computing Engineers.https://lnkd.in/e_BjAyD',46,0,0,,linkedin,,,,en
315,bairesdev,,2020-03-24,Validate your business model with a Minimum Viable Product. Get your project running on Day 1 by outsourcing MVP development with our Top 1% Software Engineers.https://lnkd.in/eaR9G8C',36,0,0,,linkedin,,,,en
316,bairesdev,,2020-03-24,Our Top 1% IT Talent developers have mastered the most diverse and modern technologies to deliver innovative software solutions.https://lnkd.in/eiqk8vG',60,0,0,,linkedin,,,,en
317,bairesdev,,2020-03-24,Welcome to our newest team members!Felipe D. S. Andrade - Bruno Palermo - Alison Silva - Erick Barrillas - Virginia Moré#NewTeam',175,10,0,#NewTeam',linkedin,,,,en
318,bairesdev,,2020-03-24,"The benefits of Big Data are endless: more efficient operations, increased profits, and satisfied customers top the list. Our teams of Top 1% Big Data Engineers develop solutions to find the most effective way to leverage them for your business.https://lnkd.in/gJgZKcX'",51,0,0,,linkedin,,,,en
319,bairesdev,,2020-03-24,"Get 24/7 long-term, technical maintenance, and real-time support services for your specific software requirements. We ensure that your software continues to operate flawlessly with our IT Maintenance & Support solutions. https://lnkd.in/dYA-sK6'",35,0,0,,linkedin,,,,en
320,bairesdev,,2020-03-24,Our team is always growing. Welcome aboard!Ximena Dominguez - Fábio Cruz Barbosa de Albuquerque - Leandro Toledo - Jose Marcial - Wilmer Gonzalez#NewTeam',158,10,0,#NewTeam',linkedin,,,,en
321,bairesdev,,2020-03-24,"Ensure your software is secure, reliable, and functional with flawless Software Testing and QA Outsourcing. We deliver stand-alone and integrated testing services providing supreme quality assurance.https://lnkd.in/dThBbqv'",39,0,0,,linkedin,,,,en
322,bairesdev,,2020-03-24,Welcome aboard!Alejandro García Iglesias - Marcelo Viciconti - Juan Jaime Romero Palacio - Jorge E Rodriguez - Jorge Casariego#NewTeam',132,17,0,#NewTeam',linkedin,,,,es
323,bairesdev,,2020-03-24,"The need for custom software development services is growing exponentially in fields like Data Science, Artificial Intelligence, and Cybersecurity. Outsourcing software development is a strategic decision on the rise that also offers an efficient way to overcome the talent gap.https://lnkd.in/emjaJav'",35,0,0,,linkedin,,,,en
327,bairesdev,,2020-03-24,"Our clients confirm the quality of our work. Learn how we helped companies such as Rolls Royce, Univision, and NextRoll achieve their goals.https://lnkd.in/eASxnN2'",46,0,0,,linkedin,,,,en
90,hexacta,,2020-03-24,"For many companies, the COVID-19 has meant a real challenge as they were forced to adapt to new ways of working. From this pandemic, however, we can learn some valuable lessons to keep us productive during these tough times. Here are five things we can learn from and how to apply them to software development. #WeStayAtHome #Productive #management'",19,0,0,"#WeStayAtHome, #Productive, #management'",linkedin,,,,en
94,hexacta,,2020-03-24,"While all industries have been affected by the COVID-19 pandemic, some of them have been hit hardest. Here, our partner, Martin Hojman, shows us three of the most affected industries and tells how they should reinvent themselves to mitigate the economic effects on their businesses. #Hexacta20Years'",7,0,0,#Hexacta20Years',linkedin,,,,en
100,hexacta,,2020-03-24,"Whether working remotely is a temporary situation due the current pandemic, it helps to know a few best practices when working with virtual teams. Here we share some important tips for getting used to a remote working environment. #Hexacta20Years #WorkingFromHome #WeStayAtHome'",8,0,0,"#Hexacta20Years, #WorkingFromHome, #WeStayAtHome'",linkedin,,,,en
101,hexacta,,2020-03-24,Clustering is an unsupervised Machine Learning task that automatically divides data into clusters or groups of similar items helping find some structure in chaos. Take a look at this article of the HAT’s Blog and learn more about this interesting technique.#machinelearning #datascience',7,0,0,"#machinelearning, #datascience'",linkedin,,artigo,,en
102,hexacta,,2020-03-24,"""At Hexacta, we have an elite team that is focused on researching new technologies, frameworks, and software trends. It's the Hexacta Architecture Team (HAT) and they also have their own space where they share their knowledge. Take a look at the most recent article of the HAT's Blog and learn about #Blazor, a new #framework for building interactive web apps. #Hexacta20Years #softwaredevelopment #softwaresolutions""",4,0,0,"#Blazor,, #framework, #Hexacta20Years, #softwaredevelopment, #softwaresolutions""",linkedin,,artigo,,en
103,hexacta,,2020-03-24,"Artificial intelligence has already made a big impact on many aspects of our day-to-day tasks. Today, most companies are either using or experimenting with this technology and you might have never noticed it. Find out 18 ways of how AI is changing our lives. #AI #Hexacta20Years'",5,0,0,"#AI, #Hexacta20Years'",linkedin,,,,en
105,hexacta,,2020-03-24,"""The more popular #Scrum becomes, the more misconceptions are spread with it. Here is a review of the most common myths about Scrum methodology and the truths behind them. Don't miss it! #Hexacta20Years""",7,0,0,"#Scrum, #Hexacta20Years""",linkedin,,,,en
106,hexacta,,2020-03-24,"Recently our partner Accelerance traveled to South America and visited our offices in Buenos Aires. During their stay, we participated in their podcast where the Project Managers Pablo Pecora and Agustín Tobio Corneu were interviewed on #Agile and #Agility. Take a look at the episode! #Hexacta20Years'",14,0,0,"#Agile, #Agility., #Hexacta20Years'",linkedin,técnico,podcast,Agile,en
107,hexacta,,2020-03-24,"Software outsourcing has become an extended practice throughout the years, but some mistakes are still being repeated. Check out this video and find out the 9 most common mistakes you must avoid when outsourcing this kind of services. For more details, you can also read our Blog Post: https://lnkd.in/epUh2py#Hexacta20Years'",6,0,0,#Hexacta20Years',linkedin,,,,en
108,hexacta,,2020-03-24,Code review is essential when working on a software project as it can improve the product quality and the communication skills within teamwork. Here we tell you some reasons why it is so important in any software project. #Hexacta20Years',6,0,0,#Hexacta20Years',linkedin,,,,en
109,hexacta,,2020-03-24,"Many organizations around the world are transferring their IT and software development operations to third parties. Get this White Paper written by our partner, Javier López de Lagar, and find out why this might be the perfect choice for your business. #outsourcing #softwaredevelopment #Hexacta20Years'",13,0,0,"#outsourcing, #softwaredevelopment, #Hexacta20Years'",linkedin,,,,en
110,hexacta,,2020-03-24,"When we talk about agile methodologies, we can’t forget about #Kanban. Read this Blog Post written by our PM Matias De Antoni and learn all about this methodology and the challenges you will need to overcome if you decide to implement it. #Hexacta20Years'",4,0,0,"#Kanban., #Hexacta20Years'",linkedin,,,,en
112,hexacta,,2020-03-24,"As part of our quality policy and commitment to continuous improvement, in 2019 Hexacta got the ISO 9001:2015 recertification, an international standard that focuses on the elements of quality management that a company must have. Learn more about all of our certifications #Hexacta20Years'",2,0,0,#Hexacta20Years',linkedin,,,,en
115,hexacta,,2020-03-24,"""Hexacta is a Microsoft's Gold Partner since 2002, which allows us to work together to communicate and promote new technologies and software development best practices. Find out more about the Microsoft competencies we have been certified on. #Hexacta20Years""",3,0,0,"#Hexacta20Years""",linkedin,,,,en
121,hexacta,,2020-03-24,"Hexacta was recognized by the Scrum Alliance as a “Registered Education Provider”, which allows us to offer Scrum training and courses. Check out more about our Certifications. #Scrum #Hexacta20Years'",2,0,0,"#Scrum, #Hexacta20Years'",linkedin,,,,en
142,hexacta,,2020-03-24,"""We had the pleasure of participating in Accelerance's podcast, The Software Outsourcing Show, where our Project Managers, Agustín Tobio Corneu and Pablo Pecora, talked about how they incorporate Agile methods into their teams. Don’t miss it! #Hexacta20Years""",15,0,0,"#Hexacta20Years""",linkedin,,,,en
144,hexacta,,2020-03-24,"In turbulent times, where many industries around the world have stopped some of their processes, services exports seem to be at risk. According to the Chamber of Businesses of Software and Information Services (CESSI), the Argentine software industry exports 40% of what it produces, which reaffirms that the country has the necessary experience and capabilities to offer technological services worldwide. #nearshore #outsourcing'",17,0,0,"#nearshore, #outsourcing'",linkedin,,,,en
145,hexacta,,2020-03-24,"""Speedy communication and real-time collaboration are essential for maintaining the levels of efficiency and productivity your business requires. While the world adapts to these shaking times, and overcome the challenges that COVID-19 has put into the table, being continually close thanks to the short time difference, will ensure that the pace of the development process won't be affected. Hiring a nearshore company with similar time zones will impact positively on how your project evolves. #nearshore #outsourcing #softwaredevelopment""",7,0,0,"#nearshore, #outsourcing, #softwaredevelopment""",linkedin,,,,en
146,hexacta,,2020-03-24,"The difficult situation the world is living nowadays has opened the need to manage budget wisely due to the uncertain future. Hiring a nearshore company that offers you very competitive and lower rates, without compromising quality, is essential. Take into account that thanks to the cultural affinity, they also can understand your current needs better and be the consultant company you are in need of. #nearshore #outsourcing #softwaredevelopment'",10,0,0,"#nearshore, #outsourcing, #softwaredevelopment'",linkedin,,,,en
147,hexacta,,2020-03-24,"Even in these days, you can still count on friends and family. It can be difficult to be in quarantine for 14 days, but it will be more difficult to not get in touch with your loved ones. Take some time during the day -maybe lunchtime- to phonecall someone. This will be a great break and it will give you energy to continue with your daily job. #WeStayAtHome #workingremotely'",6,0,0,"#WeStayAtHome, #workingremotely'",linkedin,,,,en
148,hexacta,,2020-03-24,Set specific goals and tasks for each day and communicate them to the team. This will help to keep track of every task everyone is working on and not missing details due to the physical absence. #WeStayAtHome #workingremotely',9,0,0,"#WeStayAtHome, #workingremotely'",linkedin,,,,en
149,hexacta,,2020-03-24,Connectivity is the clue when it comes to working with remote teams. Make sure your WiFi connection and Internet provider works perfectly. Think about increasing velocity if your project needs it or make sure the IT team of your company will technically respond as if it was at the office. #WeStayAtHome #workfromhome',10,0,0,"#WeStayAtHome, #workfromhome'",linkedin,,,,en
150,hexacta,,2020-03-24,"According to the EF 2019 English Proficiency Index, Argentina ranks as the top country in Latin America, and it also positions itself above countries like China, Russia or India. On the other hand, it has been also chosen by Coursera as the country with the best technological skills in the world. Taking into account the current events, this might be the moment to evaluate having a nearshore partner that will offer you not only constant and fluid communication, but the best quality in what they are working on. #outsourcing #nearshore'",14,0,0,"#outsourcing, #nearshore'",linkedin,,,,en
151,hexacta,,2020-03-24,Schedule some minutes along the day and make indoor exercise. You can always look for a free app or videos to practice a yoga or stretching routine. Get the best out of the quarantine time. #WeStayAtHome #fitness #workfromhome #productive',11,0,0,"#WeStayAtHome, #fitness, #workfromhome, #productive'",linkedin,,,,en
152,hexacta,,2020-03-24,"""In these COVID-19 times where companies have been forced to change the way they work, some of them might be evaluating making a twist in their outsourcing strategies. Is this time to look into another location? Many markets are facing total lockdowns and software projects might have important delays due to technical issues. Nearshore software companies are 100% technically prepared to non-stop your business's productivity. #nearshore #outsourcing #softwaredevelopment""",14,0,0,"#nearshore, #outsourcing, #softwaredevelopment""",linkedin,,,,en
153,hexacta,,2020-03-24,"""Being alone at home can difficult communication. You don't have your colleague next to you or your daily meetings might be postponed. If written communication is the most common used tool during these days, make sure the idea is clear and accurate. Send the message only if you're sure there are no misunderstandings. #WeStayAtHome""",3,0,0,"#WeStayAtHome""",linkedin,,,,en
154,hexacta,,2020-03-24,"Experts say that 20-minute morning coffee or afternoon exercise, can put you in the right working mindset. Not talking with your colleagues and sometimes not even standing up from the chair can make things worse. Let your mind go blank for a few minutes. #WeStayAtHome #workingremotely'",16,0,0,"#WeStayAtHome, #workingremotely'",linkedin,,,,en
155,hexacta,,2020-03-24,"Buy yourself or bring from the office the right monitor, webcam, headset, mouse, keyboard, and an extra USB hub & dock, these will definitely help you during your home office days. Wake up a couple of minutes early every morning and make sure everything is running and working properly. You will have a smooth day! #WeStayAtHome #workfromhome #productive'",11,0,0,"#WeStayAtHome, #workfromhome, #productive'",linkedin,,,,en
156,hexacta,,2020-03-24,"If you\'re trying to be productive, these ""home office"" days are not the excuse for not to. Set one specific room and avoid working from the bed. Get ready, as every morning, get dressed, and make yourself comfortable to start your work with the right foot. #WeStayAtHome #productivity #workingremotely'",10,0,0,"#WeStayAtHome, #productivity, #workingremotely'",linkedin,,,,en
157,hexacta,,2020-03-24,"""Continued communication will guarantee that your project won't be affected by these hectic days. Make sure your team has the proper communication tools in order to keep all members in contact at any time. #WeStayAtHome #workingremotely #productive""",7,0,0,"#WeStayAtHome, #workingremotely, #productive""",linkedin,employer branding,post,Trabalho Remoto,en
158,hexacta,,2020-03-24,"Like many organizations, Hexacta has temporarily shifted to working remotely, due to the novel coronavirus (COVID-19). How can we maintain ourselves productive during these days? Our first tip: make sure your team is doing well and working as if they were at the office. #WeStayAtHome #productive #workingremotely'",27,0,0,"#WeStayAtHome, #productive, #workingremotely'",linkedin,employer branding,post,Trabalho Remoto,en
53,dextra-technologies,,2020-03-24,"Google released Pigweed, a collection of open source libraries for developers who work on embedded devices. Learn more about it here: http://ow.ly/Ekov50yTogj #Embedded #Software #OpenSource'",19,0,0,"#Embedded, #Software, #OpenSource'",linkedin,,,,en
55,dextra-technologies,,2020-03-24,Here are three ways that companies can successfully pivot their digitization strategies to succeed in today’s IoT landscape: http://ow.ly/ubiy50z9q4a #IoT #DigitalTransformation',3,0,0,"#IoT, #DigitalTransformation'",linkedin,negócios,artigo,IOT,en
57,dextra-technologies,,2020-03-24,A software architecture can ensure your software is flexible and scalable. Here are 5 reasons why you need to develop one even if your software has already been written. http://ow.ly/NCcU50yTmOI #Software #Architecture',2,0,0,"#Software, #Architecture'",linkedin,,,,en
61,dextra-technologies,,2020-03-24,"Some estimate that IoT devices will cross the 40 billion mark by 2025, which is why a comprehensive IoT platform has become the need of the hour. Have a look at some of the critical features of such a platform: http://ow.ly/otoZ50yOkG6 #IoT #MVNO'",4,0,0,"#IoT, #MVNO'",linkedin,negócios,post,IOT,en
66,dextra-technologies,,2020-03-24,"The fourth industrial revolution is approaching fast, and IIoT will only have a larger role to play. Take a look at how some of the top industries can and will benefit: http://ow.ly/Dd4u50z04PX #IoT #AI #M2M #Cloud'",3,0,0,"#IoT, #AI, #M2M, #Cloud'",linkedin,,,IOT,en
89,dextra-technologies,,2020-03-24,Continental has announced the launch of a new 3D display that uses parallax barriers. The technology would need no cameras to detect head movement and would require no 3D glasses. Take a look at it: http://ow.ly/JGpr50yTpNT #Automotive #Infotainment',44,0,0,"#Automotive, #Infotainment'",linkedin,negócios,painel,Automotive,en
90,dextra-technologies,,2020-03-24,"According to the Cloud Native Computing Foundation 2019 survey, containers have become the norm. Explore more facts from the report here: http://ow.ly/G6rr50yOkSu #cloud #containers #servicemesh'",2,0,0,"#cloud, #containers, #servicemesh'",linkedin,técnico,post,Cloud,en
41,cinq-technologies,,2020-03-24,"Saudades dos eventos? Nós também! Para continuar compartilhando conhecimento a nossa parceira Dextra Digital vai realizar um Webinar dia 22 de abril, sobre Agile Transformation. Saiba mais e se inscreva: https://mla.bs/58f0c32a'",8,0,0,,linkedin,,,,pt
45,cinq-technologies,,2020-03-24,"Entendemos que ficar em casa é essencial para enfrentar o Covid-19. Todo o nosso time está trabalhando em estilo home office. Com isso, estamos constantemente compartilhando boas práticas e buscando proporcionar a melhor ""CX - Casa Experience"" para nossos colaboradores. Fazer parte do grupo Mutant e poder contar com o apoio de empresas parceiras é um diferencial neste momento. Jogamos juntos, vencemos juntos!Mutant, Dextra Digital, Interaxa e ZOLY'",13,0,0,,linkedin,,,,pt
49,cinq-technologies,,2020-03-24,"Muitas inovações surgem em momentos de crise e desconforto, certo?Atendendo às demandas por soluções que auxiliem no trabalho remoto em operações sensíveis, a Interaxa, empresa que também é Mutant, desenvolveu um produto que nos auxilia nesse processo. Contemplando funcionalidades de segurança, monitoramento e comunicação, o produto permite maior aderência de modelos de negócio no distanciamento social, em combate ao Coronavírus (COVID-19).Acesse o link abaixo e confira!https://lnkd.in/dfKAPyC#BeyondInnovation #Interaxa #Mutant #HomeOffice'",23,0,0,"#BeyondInnovation, #Interaxa, #Mutant, #HomeOffice'",linkedin,,,,pt
55,cinq-technologies,,2020-03-24,"A série ""Respeita a minha a minha história"" continua. Hoje conhecemos um pouco sobre a história da Isabel Reis, PMP. Ela é Gerente de Projetos da Dextra Digital, parceira da CINQ compondo a Business Unity de Transformação Digital da Mutant. #BeyondPeople #SempreMutant #GirlPower'",11,0,0,"#BeyondPeople, #SempreMutant, #GirlPower'",linkedin,employer branding,post,Empowering women,pt
60,cinq-technologies,,2020-03-24,"Seguimos com a campanha das mulheres que compõem o time Mutant, em todas as empresas do grupo. Dessa vez a Talita Farias compartilha um pouco da sua trajetória.#BeyondPeople #SempreMutant #GirlPower'",18,0,0,"#BeyondPeople, #SempreMutant, #GirlPower'",linkedin,employer branding,post,Empowering women,pt
