id,company,post_title,post_date,post_text,Tipo,Assunto,Modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
447,everis,,2020-11-19,Neste #podcast iremos discutir o que é a Resiliência Corporativa e quais são os passos para se tornar uma empresa resiliente. SPOTIFY https://spoti.fi/3k3pcUaGOOGLE https://bit.ly/2SUymGJAPPLE https://apple.co/3dsvwlIDEEZER https://bit.ly/2SXea6ZTUNEIN https://bit.ly/33Y8rnM#everis #everisBrasil #everisTalksPodcast',,,,20,0,0,"#podcast, #everis, #everisBrasil, #everisTalksPodcast'",linkedin
448,everis,,2020-11-19,"Finalizamos o mapeamento “X-Reality Inside 2020”, que resultou no primeiro panorama das aplicações de X-Reality no Brasil, onde identificamos, classificamos e apontamos a contribuição dos principais fornecedores dessa tecnologia para a transformação digital de empresas de diferentes setores. https://bit.ly/2I8KUrT #everisBrasil #everisNaMidia'",,,,10,0,0,"#everisBrasil, #everisNaMidia'",linkedin
449,everis,,2020-11-19,"A #WebEspacial mudará a maneira como clientes interagem com marcas e são engajados no consumo do produto, principalmente em economias como: indústrias de varejo, bancárias, automotivas e de bens de consumo. Conheça o panorama atual. https://lnkd.in/gbQNpBm#everisBrasil #XReality'",,,,5,0,0,"#WebEspacial, #everisBrasil, #XReality'",linkedin
450,everis,,2020-11-19,"80% dos líderes entrevistados para o #estudoAgile 2020 concordam que, graças à adoção desta metodologia, as equipes são multidisciplinares e capazes de integrar diferentes pontos de vista sob um esquema de trabalho e objetivo comum: https://lnkd.in/gtnftuz #everisBrasil #Agile'",,,,19,0,0,"#estudoAgile, #everisBrasil, #Agile'",linkedin
451,everis,,2020-11-19,"O Programa Equilibra incentiva os colaboradores a praticarem uma rotina mais saudável, por meio de boas práticas  durante a jornada de trabalho, diariamente! A everis tem oportunidades de trabalho que podem ser realizadas de diversas regiões do Brasil. Mais mobilidade na sua rotina e oportunidades para sua carreira. Confira as vagas em nosso portal e faça parte do time da everis! Acesse: https://lnkd.in/dfv2FSh#MyeverisWorkplace #everis #everisBrasil #BEeveris #Career'",,,,49,2,0,"#MyeverisWorkplace, #everis, #everisBrasil, #BEeveris, #Career'",linkedin
452,everis,,2020-11-19,"O crescimento na adoção de IA, revelou a importância e dificuldade de encontrar profissionais com as habilidades necessárias, assim como também mantê-los nas empresas. De acordo com estudo realizado pela everis, a demanda pelo desenvolvimento e otimização de algoritmos e redes neurais é muito maior do que a oferta disponível no mercado em todos os países da América Latina. https://bit.ly/everisMIT #everisNamidia #everisBrasil'",,,,9,1,0,"#everisNamidia, #everisBrasil'",linkedin
453,everis,,2020-11-19,Parceria entre #everis e #MIIT Technology mapeia a evolução da adoção de Metodologias Ágeis em grandes empresas da América Latina. Veja o estudo completo: https://lnkd.in/gtnftuz #everisBrasil #EstudoAgile #Agile',,,,11,0,0,"#everis, #MIIT, #everisBrasil, #EstudoAgile, #Agile'",linkedin
454,everis,,2020-11-19,"“A vida qual conhecíamos mudou radicalmente e a agilidade de toda a equipe foi fundamental para preparar não só a everis, mas também nossos clientes ao novo contexto, e provisionar novos comportamentos e situações de mercado, em tempo recorde. Me sinto orgulhoso da everis, pois universo de consultoria jamais voltará a ser o mesmo e hoje nossos profissionais estão reinventando a consultoria de negócios de amanhã.” Comenta Carlos Company, Head of Digital Strategy everis Americas #everisenergy #everisdigitalconference'",,,,15,0,0,"#everisenergy, #everisdigitalconference'",linkedin
455,everis,,2020-11-19,"O orgulho de fazer parte é um fator chave para a identidade, assim como a proximidade com as equipes que aprendemos a desenvolver neste modelo remoto. As lições aprendidas foram muitas; respeitar horários, trabalhar por objetivos e chegar a compromissos, esse é um lema profissional que a liberdade responsável exige. Estas são as conclusões do painel de hoje com David Garcia Escamilla, Head of People y Delivery Management & Operations at everis Americas, Nelson Wilson, Head of IT Solutions & Service da #everisChile e Rodrigo Sorriente, CEO da Centros #everisBrasil. #everisenergy #everisdigitalconferente'",,,,18,0,0,"#everisChile, #everisBrasil., #everisenergy, #everisdigitalconferente'",linkedin
456,everis,,2020-11-19,Conheça um pouco mais sobre as possibilidades e o valor que esta tecnologia pode proporcionar ao seu negócio. https://lnkd.in/gU_QzFw #everisBrasil #Strategy&Tech',,,,12,0,0,"#everisBrasil, #Strategy&Tech'",linkedin
457,everis,,2020-11-19,"“A nova tecnologia deve ter um desempenho tão bom quanto a antiga, mas deve fazer o que nenhuma tecnologia anterior foi capaz de fazer: devemos usar a nova tecnologia para o bem, com foco no ser humano, em alinhamento com os objetivos de desenvolvimento sustentáveis da ONU e com o uso correto dos dados. ” Marc Alba, presidente da NTT Disruption. #everisenergy #everisdigitalconference'",,,,6,0,0,"#everisenergy, #everisdigitalconference'",linkedin
458,everis,,2020-11-19,"Miguel García-Filoso, Carlos Company Ros e Alberto Otero García explicam que a área de Digital Strategy da everis é a responsável pela consultoria estratégica de negócio, onde ajudamos os nossos clientes a criar novos aportes de valor, através do uso de diferentes ferramentas de negócio, e falam da importância da experiência unificada, através do uso de diferentes ativos digitais. Assim everis prepara nossos clientes para o futuro do mercado e da retenção de talentos. #everisenergy #everisdigitalconference'",,,,9,0,0,"#everisenergy, #everisdigitalconference'",linkedin
459,everis,,2020-11-19,"Alberto Otero, Head of Digital Technology everis Americas, comenta sobre a importância do nosso projeto de Evolving Talent e sobre a oportunidade que nossos times de DS&T tem de trabalhar com projetos relevantes e de grande impacto.  Sua visão para o futuro é que a maior parte dos processos serão automatizados, e que a inteligência artificial e a realidade aumentada farão parte de nossas vidas regularmente.  #everisenergy #everisdigitalconference'",,,,7,0,0,"#everisenergy, #everisdigitalconference'",linkedin
460,everis,,2020-11-19,“A credibilidade e a confiança que nossos clientes depositam em nós tem nos permitido estar estáveis na situação de crise que tem ameaçado o mundo. Hoje oferecemos os mesmos padrões de qualidade e serviço ”de acordo com Javier Hoyle CEO da #everisPeru #everisenergy #everisdigitalconference',,,,10,0,0,"#everisPeru, #everisenergy, #everisdigitalconference'",linkedin
461,everis,,2020-11-19,"“A lição que aprendemos, é uma reafirmação da importância da confiança: em tempos de incertezas, as pessoas esperam um gerenciamento próximo, consistente, e transparente. Nós continuamos agregando valor, de maneira a contribuir com o futuro e a confiança em nosso clientes, não importa onde estivermos” Miguel Teixeira CEO #everisChile #everisenergy #everisdigitalconference'",,,,38,0,0,"#everisChile, #everisenergy, #everisdigitalconference'",linkedin
462,everis,,2020-11-19,"A #everisTalksMagazine Brasil é uma revista que reúne temas relacionados a #TransformaçãoDigital, tendências de #inovação, pessoas, tecnologia e principalmente as ações que a everis Brasil tem feito em função destes temas. A matéria “Setor elétrico: entre a desregulamentação e a economia digital”, está imperdível, acesse e confira: https://lnkd.in/gEUKeNi #everisBrasil #everisdigitalconference'",,,,10,0,0,"#everisTalksMagazine, #TransformaçãoDigital,, #inovação,, #everisBrasil, #everisdigitalconference'",linkedin
463,everis,,2020-11-19,"O estudo ""Inteligencia Artificial nas grandes organizações Latino-Americanas"", traz um panorama sobre a situação atual e uma visão futura em relação à adoção de IA na região. Acesse: https://lnkd.in/dq45j2R #everis #everisBrasil #EstudoIA #InteligênciaArtificial #Digital&Strategy'",,,,17,0,0,"#everis, #everisBrasil, #EstudoIA, #InteligênciaArtificial, #Digital&Strategy'",linkedin
464,everis,,2020-11-19,"A #WebEspacial mudará a maneira como clientes interagem com marcas e são engajados no consumo do produto, principalmente em economias como: indústrias de varejo, bancárias, automotivas e de bens de consumo. Conheça o panorama atual. https://lnkd.in/gbQNpBm#everisBrasil #XReality'",,,,13,0,0,"#WebEspacial, #everisBrasil, #XReality'",linkedin
465,everis,,2020-11-19,"No último dia de #everisdigitalconference interna, Kazuhiro Gomi, Presidente & CEO NTT Research, Marc Alba, Presidente NTT Disruption e Regino Quirós, CEO Wave-8, falam sobre o futuro da tecnologia, e como ela deve ser usada em prol da sociedade, e propósito alinhado com o que realmente é importante em nossas vidas e nos move frente ao futuro. #everisenergy'",,,,8,0,0,"#everisdigitalconference, #everisenergy'",linkedin
466,everis,,2020-11-19,"Nelson Wilson, Head of IT Solutions & Service na everis Chile fala sobre a proximidade do trabalho executado por nossas equipes na everis, apesar do trabalho remoto e, comenta que nossos valores foram fundamentais para isso e que serão o suporte para o um futuro modelo híbrido. #everisenergy #everisdigitalconferente'",,,,9,0,0,"#everisenergy, #everisdigitalconferente'",linkedin
467,everis,,2020-11-19,"Rogelio Blanco, Diretor Geral da LLORENT & CUENCA México fala sobre o que é preciso para o novo modelo de liderança, com um novo enfoque organizacional, fortalecendo as relações e em comunicação com a nova normalidade, onde o trabalho será medido de maneira diferente e a coerência cultural será fundamental, tendo a comunicação interna como chave para fortalecer a confiança. #everisenergy #everisdigitalconferente'",,,,4,0,0,"#everisenergy, #everisdigitalconferente'",linkedin
468,everis,,2020-11-19,"“everis Energy é a energia que nos move adiante, é nosso propósito como líderes da everis contribuir com algo além de nós mesmos, impactando positivamente os nossos times, clientes e sociedade.” Juan Yáñez CEO everis Americas #everisenergy #everisdigitalconference'",,,,14,0,0,"#everisenergy, #everisdigitalconference'",linkedin
469,everis,,2020-11-19,"Fundação everis anuncia os finalistas do Prêmio Empreenda Saúde 2020 - Edição especial: talento, empreendedorismo e inovação em prol da nova realidade da saúde. https://lnkd.in/g7Xvyui #everisBrasil #everisNaMidia'",,,,7,0,0,"#everisBrasil, #everisNaMidia'",linkedin
470,everis,,2020-11-19,"“Através da tecnologia podemos aumentar de maneira relevante o impacto do trabalho realizado pela Fundação everis, e a pandemia foi um acelerador desta transformação digital.  A tecnologia nos permitiu flexibilizar e expandir processos, todos os colaboradores podem colaborar e servir como parte do seu propósito de vida. O voluntariado faz parte do DNA da everis, e nossa responsabilidade com a Fundação é abrir esses espaços que representem um impacto na sociedade.” Karla Alarcón Webar, Diretora Global da Fundação everis. #everisenergy #everisdigitalconference'",,,,11,0,0,"#everisenergy, #everisdigitalconference'",linkedin
471,everis,,2020-11-19,"“Nós devemos sempre desafiar os nossos times, entendendo o contexto no qual estamos. No final do dia, após o campo minado, é preciso equilíbrio, sempre seguindo em frente, enquanto mantém a proximidade da equipe, é preciso ser otimista."" Pablo Pereira CEO #everisArgentina #everisenergy #everisdigitalconference'",,,,8,0,0,"#everisArgentina, #everisenergy, #everisdigitalconference'",linkedin
472,everis,,2020-11-19,"Regino Quirós, CEO Wave-8, fala sobre como devemos sempre nos recordar daquilo que realmente importa em nossas vidas, e quais são os nossos verdadeiros anseios como ser humano, qual é a energia que verdadeiramente nos move e nos une como companhia. #everisenergy #everisdigitalconference'",,,,6,0,0,"#everisenergy, #everisdigitalconference'",linkedin
473,everis,,2020-11-19,"Em um mundo de interações virtuais cada vez mais presentes, ampliar o atendimento nos canais digitais e melhorar a experiência do cliente é vital. Conheça #everiseva, nossa solução omnichannel de voz https://eva.bot/ #everisBrasil #everiseva #IA #chatbot #ConversationalAI'",,,,12,0,0,"#everiseva,, #everisBrasil, #everiseva, #IA, #chatbot, #ConversationalAI'",linkedin
474,everis,,2020-11-19,"""A responsabilidade social e coorporativa das empresas se fazem ainda mais necessárias nestes tempos mais sensíveis. Solidariedade e uma nova maneira de se relacionar com clientes, de maneira a gerar valor para nossa sociedade, será cada vez mais presente. Nosso desafio é contribuir com a educação, a diversidade e inclusão, meio ambiente, governança, e gestão eficiente de energia, através do uso responsável da tecnologia”, Maria Jesús Villa, Diretora de Responsabilidade Social Corporativa na everis. #everisenergy #everisdigitalconference'",,,,9,0,0,"#everisenergy, #everisdigitalconference'",linkedin
475,everis,,2020-11-19,"“Alcançamos conquistas importantes. Conquistamos novos clientes que antes não tínhamos um relacionamento prévio, isso é uma grande conquista. ” Victor Sierra CEO #everisUSA #everisenergy #everisdigitalconference'",,,,9,0,0,"#everisUSA, #everisenergy, #everisdigitalconference'",linkedin
476,everis,,2020-11-19,"Juan Sebastián Escobar Arboleda, Head of Digital Technology da #everisColombia acredita que a proximidade com as pessoas, cuidando da saúde de cada uma delas e de suas famílias, fez a diferença #everisenergy #everisdigitalconference'",,,,11,0,0,"#everisColombia, #everisenergy, #everisdigitalconference'",linkedin
477,everis,,2020-11-19,"Felix Bonmati Fernández, Karla Alarcón Webar, Roberto Sánchez Romero e Maria Jesús Villa, falam sobre a importância da responsabilidade social corporativa, de projetos de voluntariado, e programas eficientes de diversidade e inclusão, e comentam o seu impacto na sociedade como um todo, e como a tecnologia pode ser usada como propulsor destes conceitos. #everisenergy #everisdigitalconference'",,,,9,0,0,"#everisenergy, #everisdigitalconference'",linkedin
478,everis,,2020-11-19,"Nelson Wilson, Head of IT Solutions & Service na everis Chile fala sobre o trabalho dos Centros everis, que foram essenciais para o sucesso do novo modelo de trabalho remoto. Utilizamos ferramentas internas que garantem o melhor funcionamento. Devemos ter projetos em estas aplicações, já que estas ferramentas nos permitiram acelerar o plano de industrialização. As ferramentas têm nos permitido facilitar o trabalho, devemos evoluir nisso porque o trabalho remoto veio para ficar. O futuro é um desenvolvimento automatizado e o ser humano ficará encarregado de criar, analisar e pensar. #everisenergy #everisdigitalconferente'",,,,5,0,0,"#everisenergy, #everisdigitalconferente'",linkedin
479,everis,,2020-11-19,everis pretende trazer Know-how de 20 anos no segmento de utilities na Europa para conquistar novos negócios no mercado brasileiro de gás natural. https://lnkd.in/gExajGd #everisBrasil #everisNaMidia',,,,27,0,0,"#everisBrasil, #everisNaMidia'",linkedin
480,everis,,2020-11-19,"#everis integra consórcio que tem como objetivo aumentar a eficácia e eficiência dos sistemas informáticos responsáveis pelo controle e gestão das fronteiras da União Européia e migração, contribuindo através da tecnologia para tornar a Europa mais segura. https://lnkd.in/gHUz3Za #everisNaMidia #everisBrasil'",,,,9,0,0,"#everis, #everisNaMidia, #everisBrasil'",linkedin
481,everis,,2020-11-19,"A #WebEspacial mudará a maneira como clientes interagem com marcas e são engajados no consumo do produto, principalmente em economias como: indústrias de varejo, bancárias, automotivas e de bens de consumo. Conheça o panorama atual. https://lnkd.in/gbQNpBm#everisBrasil #XReality'",,,,8,0,0,"#WebEspacial, #everisBrasil, #XReality'",linkedin
482,everis,,2020-11-19,"O novo estudo sobre o uso da #InteligênciaArtificial nas grandes organizações Latino-Americanas, realizado em colaboração com o MIT Tech Review, diagnosticou o grau de desenvolvimento, conhecimento e implementação em seis países da América Latina. Baixe o estudo e conheça os principais insights: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",,,,16,0,0,"#InteligênciaArtificial, #everisBrasil, #EstudoIA, #Digital&Strategy'",linkedin
483,everis,,2020-11-19,"everis ENERGY – Internal Digital Conference acontecerá na próxima semana, entre os dias 09 e 12 de novembro! Serão 4 dias de evento, com conteúdo preparado exclusivamente para você que é colaborador da #everis. Participe! Fique atento aos canais internos de comunicação para mais informações.#everisBrasil #everisdigitalconference'",,,,59,0,0,"#everis., #everisBrasil, #everisdigitalconference'",linkedin
484,everis,,2020-11-19,"Sua empresa pensa em começar a criar e testar serviços baseados em tecnologias X-Reality? Conheça o panorama das tecnologias X-Reality mais relevantes, considerando as categorias de hardware e software para 2020. https://lnkd.in/gbQNpBm#everisBrasil #xReality'",,,,23,0,0,"#everisBrasil, #xReality'",linkedin
0,zupinnovation,,2021-02-10,"Quem já estava com saudade do Zup Open Talks levanta a mão! 🙌Estamos de volta e esse mês com uma programação especial de 20 anos do Manifesto Ágil, com convidados de peso, preparados para compartilhar muito conteúdo. Estamos esperando vocês, toda quinta-feira, às 18 hrs.Para participar é só seguir a gente no nosso canal do YT e ativar o lembrete: https://lnkd.in/ei3gFm6Nos vemos por lá?'",,,,117,0,0,,linkedin
1,zupinnovation,,2021-02-03,"Hoje, dia 29 de Janeiro é o Dia Nacional da Visibilidade das pessoas Travestis e Trans, a data representa a luta cotidiana dessa comunidade, especialmente as que se encontram em situação de vulnerabilidade pela garantia de direitos e reconhecimentos de sua identidade.Entendemos que para construir o mundo que sonhamos precisamos ir além da fala, apesar da fala ser um importante ponto de partida. Por isso, te convidamos ao exercício de reconhecer como a nossa fala pode impactar a vida de outras pessoas. Separamos alguns termos que vão te ajudar a aprender mais e algumas frases para serem excluídas do vocabulário, criando um espaço com mais respeito e inclusão.👉Um conteúdo importante assim, precisa ser compartilhado para que possamos cada dia mais viver em um ambiente com mais respeito, amor, diversidade e inclusão, que tal enviar para o máximo de amigos que puder?#VempraZup #Respeito&Inclusão #VisibilidadeTrans'",,,,196,2,0,"#VempraZup, #Respeito&Inclusão, #VisibilidadeTrans'",linkedin
2,zupinnovation,,2021-02-10,"Nesse mês comemoramos 20 anos do lançamento do Manifesto Ágil. Para entrar no clima de comemoração, e você ficar ainda mais por dentro desse mundo, separamos dicas e conteúdos especiais criados pelos nossos zuppers para compartilharmos ao longo de Fevereiro. Hoje quem trás as dicas é a zupper Carol Vilas Boas com seus 5 livros preferidos sobre Metodologias Ágeis.👉 E você, quais livros indica sobre metodologias ágeis que todo mundo precisa ler?'",,,,213,3,0,,linkedin
3,zupinnovation,,2021-02-11,"Muito se fala sobre Kanban, mas será que você realmente sabe o que significa esse método? No artigo de hoje, escrito pela nossa Project Manager, Katy Nahas, ela vai te contar tudo que você precisa saber sobre esse método e tirar essa metodologia ágil - que é uma das mais adotadas no mundo - de letra!👉Acesse o artigo completo, clicando no link: https://lnkd.in/e9fuFHM'",,,,212,5,0,,linkedin
4,zupinnovation,,2021-01-18,"Alô, dev no início de carreira? Esse convite é pra você!Amanhã, às 19 hrs temos um encontro ao vivo com o CEO e o diretor da Alura, Paulo Silveira e Nico Steppat e o nosso diretor de Educação e Tecnologia Alberto Souza conversando sobre o mercado de trabalho Java, frameworks e sobre nossas 500 vagas em aberto no maior programa de formação e contratação de dev juniores: Orange Talents.Já separa o papel e a caneta e traga suas dúvidas pra gente!Nos vemos por lá?Inscreva-se já: http://bit.ly/evento-java'",,,,185,13,0,,linkedin
5,zupinnovation,,2021-02-12,"Quando você pensa na palavra “cientista” a primeira coisa que vem à mente é a imagem de um homem em um laboratório ou uma referência masculina?Hoje, dia 11 de Fevereiro é o Dia Internacional Das Meninas E Mulheres Na Ciência e para propor uma reflexão, nosso Time de diversidade preparou um quiz para você testar seus conhecimentos.👉Para acessar as perguntas e saber mais sobre o assunto, te convido para dar uma passadinha no nosso instagram: https://lnkd.in/e-fXq_6'",,,,96,1,0,,linkedin
6,zupinnovation,,2021-01-27,"Sim, não paramos de receber inscrições e já são mais de 4 mil pessoas!😍E claro, não poderíamos estar mais felizes porque isso mostra a quantidade de devs fora da curva que querem fazer parte desse sonho grande de transformar o Brasil em um grande polo criador de tecnologia globalmente. 👉As inscrições continuam abertas para as outras turmas, acesse a página no link e saiba mais: https://lnkd.in/eqB28w4#VempraZup #GoZup #OrangeTalents'",,,,273,13,5249,"#VempraZup, #GoZup, #OrangeTalents'",linkedin
7,zupinnovation,,2021-01-27,"Você ja conhece o Ritchie?  Nosso produto open source, uma ferramenta que automatiza suas atividades manuais diárias com comandos simples executados a partir da criação de fórmulas no CLI.Para você saber mais detalhes sobre ele e ir acompanhando tudo que está rolando nos bastidores, agora estamos no Youtube e criamos uma playlist especial com os principais temas sobre ele.Para assistir aos vídeos, clique no link: https://lnkd.in/ec-Fgmg Ahh, não esquece de clicar no joinha e se inscrever no nosso canal.😍'",,,,150,0,2721,,linkedin
8,zupinnovation,,2021-02-03,"Afinal, o que é Desenvolvimento Seguro de Software?Nesta edição do ZupCast vamos falar sobre Desenvolvimento Seguro e o que significa o termo Shift Left. Descubra como manter uma aplicação segura desde o momento da sua criação e como falhas e vulnerabilidades podem trazer diversos prejuízos às empresas.Para ouvir o episódio completo, clique no link: anchor.fm/zupcast'",,,,99,1,0,,linkedin
9,zupinnovation,,2021-01-27,"Ser cada vez mais ágil e preciso é um dos principais objetivos dos profissionais de TI. Por isso, conhecer as aplicações de uma CLI ou Interface de Linha de Comando é muito útil.Pensando nisso, o Guillaume Falourd 👨🏻\u200d💻, nosso Back-end Developer, escreveu um artigo para te explicar tudo sobre essa ferramenta, do significado até suas vantagens.👉 Para ler o artigo completo, clique no link: https://lnkd.in/eVp-R2x👉 Nos comentários, marque aquele amigo dev que precisa conhecer o CLI para dar um up nas rotinas diárias.'",,,,144,1,0,,linkedin
10,zupinnovation,,2020-12-19,"Hoje é um dia marcante e inesquecível, pois estamos lançando oficialmente o Orange Talents: o maior programa de formação de devs juniores, aceleração e contratação da nossa história. Pensamos e trabalhamos em todos os detalhes para que fosse diferente de tudo que você já viu. Estamos transformando o Brasil em um grande polo criador de tecnologia global e, para isso, precisamos de pessoas fora da curva que topem o desafio de uma evolução exponencial em tempo recorde!E sim! É diferente de todos os programas que você já viu: já pensou em ser contratado para estudar? - Contratação CLT desde o primeiro dia;- + 480 horas de treinamento em 12 semanas, 8h imersivas por dia; - 100% remoto durante e após o programa se preferir (somos Liberdade); - Mentoria intensiva exclusiva de um time de especialistas; - Prática e mão na massa em projetos reais e com as tecnologias mais avançadas do mercado (nada de curso teórico);- Oportunidade real de dobrar o salário de entrada ao final do programa.E ai? O Orange Talents é pra você? Quer começar o ano de 2021 crescendo exponencialmente? Então corre que as turmas de Fevereiro estão abertas!Inscreva-se já: http://bit.ly/3anhnH0#OrangeTalents #VempraZup #GoZup #SejaTransformador'",,,,720,100,19682,"#OrangeTalents, #VempraZup, #GoZup, #SejaTransformador'",linkedin
11,zupinnovation,,2020-12-19,"Estamos na mídia!Dessa vez, quem aparece nos holofotes são as zuppers Graziela Ribeiro e Jenifer M. ao lado do nosso co-founder e COO Gustavo Debs. Eles deram uma super entrevista contando um pouco mais sobre o Estrelas Fora da Caixa, nosso programa de formação profissional em tecnologia para pessoas em situação de vulnerabilidade social, que já está em sua 3ª turma.👉Para saber mais sobre o programa, clique no link: https://lnkd.in/eqkgdEJ#VempraZup #EstrelasforadaCaixa'",,,,335,8,6706,"#VempraZup, #EstrelasforadaCaixa'",linkedin
12,zupinnovation,,2020-11-19,"Estamos na missão de estar perto, mesmo que de longe. Por isso, além de dar todo o apoio para proporcionar aos zuppers a melhor experiência de um home office possível, estamos com novidades:Todos os dias, novos zuppers começam a fazer parte da nossa história. Para comemorar essa nova fase e dar as boas vindas, na semana do onboarding todo mundo recebe em casa um Welcome Kit super especial. Esse foi nosso jeitinho para que todos se sintam mais próximos e acolhidos.🥰E você, o que achou? Se pudesse escolher 1 item dessa caixinha, qual seria?'",,,,255,12,4483,,linkedin
13,zupinnovation,,2021-02-03,"A cada ano os desafios de segurança de dados aumentam, com ataques cada vez mais sofisticados. Isso foi ainda mais intenso em 2020, com o aumento (repentino) do home office e cenários de crise. Por isso, hoje, no Dia Internacional de Proteção de Dados Pessoais, o zupper João Paulo Furtado separou algumas dicas de privacidade para deixar o seu 2021 mais seguro!Para ler o artigo completo e compartilhar com seus amigos que precisam ficar por dentro dessas dicas, clique no link: https://lnkd.in/eRAMEgt#VempraZup #DataPrivacyDay #PrivacyDay'",,,,124,1,0,"#VempraZup, #DataPrivacyDay, #PrivacyDay'",linkedin
14,zupinnovation,,2021-01-18,"Toda semana nosso Co-founder e VP de Experiência, Diversidade & Inclusão Flávio Zago participa do onboarding de novos zuppers e bate um papo super legal com todos pra conhecer suas histórias, expectativas e falar sobre nosso propósito. Em uma dessas conversas ele conheceu a Liliane Claudia, Product Designer na Zup, tetraplégica desde os 14 anos que tem uma trajetória incrível e inspiradora. Nesse novo episódio do ZupCast, eles falam não só sobre carreira e desafios, mas também sobre a importância de uma cultura inclusiva nas empresas e como isso funciona aqui com a gente. Para ouvir o episódio completo, clique no link: https://lnkd.in/e-7h7yM'",,,,191,4,0,,linkedin
15,zupinnovation,,2021-01-18,"Esse post é especial para você que quer saber mais sobre o Orange Talents, o maior programa de aceleração e contratação de devs da Zup. Ele foi criado para pessoas que querem dar um salto na carreira para nível pleno em tempo recorde, com contratação garantida desde o 1º dia e muita mão na massa em projetos reais por 12 semanas, com um time de mentoria exclusivo. 👉 Manda pra gente aqui nos comentários: o que você quer saber pra ter certeza que aqui é seu lugar, e também virar um zupper fora da curva?As inscrições continuam abertas, faça parte da nossa história: https://lnkd.in/egXG8qj #OrangeTalents #VempraZup #GoZup #SejaTransformador'",,,,263,20,4375,"#OrangeTalents, #VempraZup, #GoZup, #SejaTransformador'",linkedin
16,zupinnovation,,2020-12-19,"Dez anos se passaram desde o nosso primeiro dia (já estamos quase fazendo aniversário de novo), éramos 4, hoje somos 2.000 ZUPPERS.😍Em um ano tão difícil, tão atípico, no meio de uma pandemia, conseguimos ir além de todas as nossas expectativas e objetivos.Sempre aprendendo e sim, ainda temos muita coisa para aprender, melhorar e pivotar, mas tudo isso faz parte do nosso crescimento e nada disso seria possível se não fosse por vocês que fazem parte da nossa história e caminham com a gente olhando na mesma direção.Obrigada a cada um que fez e faz parte da nossa história!Em 2021 seremos mais!!🚀#VempraZup #GoZup'",,,,312,9,6278,"#VempraZup, #GoZup'",linkedin
17,zupinnovation,,2021-01-18,"Com a chegada da pandemia e todo mundo fazendo home-office, provamos, nos último meses, que é possível transformar qualquer ambiente em um lugar de crescimento exponencial e lançamos um novo modelo de trabalho, pensando em qualidade de vida: Liberdade! Nossos zuppers podem escolher de onde querem trabalhar: 100% remoto ou híbrido (home-office com presencial), podendo estar em qualquer lugar do mundo.Por isso, a partir de hoje, vamos trazer a visão do que é a #LiberdadeZup pelos zuppers. Começando pelo nosso dev especialista Douglas Fernandes, que com o home-office permanente, decidiu virar nômade digital: ""Agora eu não trabalho para viajar, eu viajo para trabalhar""👇E você, conta pra gente nos comentários, para onde iria se tivesse a liberdade de trabalhar de qualquer lugar do mundo?👉 Quer saber mais sobre nossa Liberdade? Clique no link: https://lnkd.in/eWr_N9M#VempraZup #GoZup #LiberdadeZup'",,,,244,18,6219,"#LiberdadeZup, #VempraZup, #GoZup, #LiberdadeZup'",linkedin
18,zupinnovation,,2020-12-19,"A pandemia veio para nos mostrar novas oportunidades, rotinas, hábitos e muitas mudanças.No segundo episódio do Zup.Stories, continuamos o papo com nossos zuppers e eles contaram um pouquinho de como foi mudar tudo em pouco tempo: de repente a vida é 100% dentro de casa, home-office, família, casamento, filhos e muitas emoções envolvidas. Mas o melhor de tudo, continuamos evoluindo exponencialmente e nosso crescimento está ainda mais acelerado!👉Assista ao episódio e já aproveita para seguir a gente no nosso canal do Youtube: https://lnkd.in/eetwams'",,,,95,3,0,,linkedin
19,zupinnovation,,2021-01-18,"O quão importante é cultura para uma empresa? Nosso co-founder e VP de Operações Gustavo Debs falou para a Startupi sobre como hoje, e cada dia mais, esse é um assunto que merece ser tratado com seriedade.Leia o artigo completo: https://lnkd.in/ecTd9GcE vocês, acham que essa discussão é tratada como deveria? Comente aqui o que acha que ainda precisa mudar quando falamos sobre cultura.'",,,,101,0,0,,linkedin
20,zupinnovation,,2020-12-19,"Aqui na Zup falamos muito sobre crescimento exponencial, isso é algo que está na nossa cultura, no nosso propósito e hoje queremos te mostrar na prática como isso funciona pra gente!Convidamos alguns zuppers  para contar um pouquinho de suas histórias de crescimento acelerado em um curto período de tempo, transições de áreas e papéis. Entendemos que qualquer um pode ser o que quiser e que você é protagonista da sua carreira. E claro, te damos todas as ferramentas pra você chegar lá! 👉Venha fazer parte dessa história junto com a gente, você confere todas as nossas vagas em aberto clicando no link: http://bit.ly/zupvagas'",,,,137,5,2644,,linkedin
21,zupinnovation,,2021-01-18,"Esta edição do ZupCast traz um tema muito falado, mas ainda pouco dominado: liderança em tecnologia. Como unir soft e hard skills? Como desenvolver competências de lideranças? Isso e muito mais com nossos convidados: Harlan Santos (Delivery Manager), Guillaume Falourd 👨🏻\u200d💻 (Software developer), Danilo César (Head of technology), Fabiano Chiaretto (Technical Lead). 👉Escute o episódio completo, clicando no link: https://lnkd.in/efkxfAs'",,,,163,0,0,,linkedin
