id,company,post_date,post_text,post_likes,post_comments,assunto,,,
169,fcamara-consulting-&-training,2020-08-21,"Tem post novo no blog, freguesa! 🚀No clima do projeto do Squad 9, vamos conhecer o Quitanda do Bairro, uma plataforma feita para a compra e venda de hortifruti e/ou produtos perecíveis delicados, totalmente online!Leia mais: https://lnkd.in/dYdzrZn#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #programadeformação #carreira #carreianati #processoseletivo #hackathon'",9,0,Marca,,,
170,fcamara-consulting-&-training,2020-08-21,"Saudades das lives da FCamara, né, minha filha? 🧡Todos que trabalham com tecnologia já ouviram falar de Data Science e como funciona. Mas além de executar, a apresentação desses dados é muito importante.Por isso, chamamos alguém especialista para dividir seu conhecimento: Lucas de Barros Teixeira, cientista de dados, professor universitário da Anhembi Morumbi e palestrante. Ele irá contar como podemos contar histórias através de dados🗓 Vai ser na segunda-feira, dia 24/08, às 19h!Aproveita para salvar esse post para lembrar desse webinar recheado de conteúdo 😉Link da live:https://lnkd.in/dMdw_nr#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #datastorytelling #data #datascience #cientistadedados #devs #desenvolvimento'",12,1,Dados,,,
172,fcamara-consulting-&-training,2020-08-21,"Vídeo da semana no ar! 🚀Já falamos da Omnichannel, da OmniK, agora é a vez da Roberta e do Lorain contarem um pouco a história sobre a frente de Finance, além de contarem um pouco sobre a trajetória deles dentro do Grupo FCamara 😉Já sabe né? Se você der like, compartilhar e comentar, ajuda a fazermos mais conteúdos interessantes 🧡Link: https://lnkd.in/dch5dEg#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #omnicommerce #omnichannel #ecommerce #finance'",27,0,Transformação Digital,,,
173,fcamara-consulting-&-training,2020-08-21,"Mais um artigo no Blog FCamara! 🚀Essa vez, vamos de Squad 7, com a plataforma chamada Bfriend, onde se aproxima os negócios locais com seus potenciais compradores, gerando uma melhor facilidade tanto para empresa que precisa vende, quanto para o cliente que necessita do produto.Comente para que saibam o que você achou do projeto 🧡Leia aqui: https://lnkd.in/dsb5V_k#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #programadeformação #carreira #carreianati #processoseletivo #hackathon'",10,0,Carreira,,,
175,fcamara-consulting-&-training,2020-08-21,"Post novo aterrissando no Blog da FCamara 🚀Já passamos da metade dos Squads que participaram desse Programa de Formação. Hoje é a vez do projeto BuscaMed, que ajuda a encontrar farmácias e medicamentos tudo por app. Vem conhecer!Deixa seu comentário para sabermos sobre o que achou 🧡Conheça: https://lnkd.in/d3XdPJm#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #programadeformação #carreira #carreianati #processoseletivo #hackathon'",9,0,Marca,,,
176,fcamara-consulting-&-training,2020-08-21,"OLHA O VÍDEO NOVO 🚀🚀🚀Vamos conhecer quem está a frente da Omnichannel? Bruno Yuri e Gustavo Pisani junto com Sabrina Torres batem um papo para contar a história da frente Omnichannel, a maior dentro da unidade da Omnicommerce.Aproveita e deixar o like, compartilha e comenta lá 🧡Link: https://lnkd.in/d8mSc6a#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #omnicommerce #omnichannel #ecommerce #finance'",14,1,Segmentos de Mercado,,,
177,fcamara-consulting-&-training,2020-08-21,"Post saindo no forno no Blog da FCamara! 🚀Vamos conhecer o EuFaço!, uma plataforma onde você busca por serviços de manutenção e/ou pequenos reparos, seja online, presencial ou ambos! Esse é o projeto do Squad 5 do Programa de Formação, bora conhecer um pouco mais?Já deixa a sua opinião e comenta lá 🧡Leia aqui: https://lnkd.in/dw-vyWz#fcamara #grupofcamara #sanguelaranja #proudtobeorange #tecnologia #technology #ficaemcasa #juntosadistância #programadeformação #carreira #carreianati #processoseletivo #hackathon'",15,0,Carreira,,,
71,ciandt,2020-07-22,"Nos últimos meses, ferramentas surgiram para facilitar a nossa adaptação, mas não basta se cercar de #tecnologia e continuar a fazer as coisas da mesma forma. Ouça no CI&T Podcast com nosso convidado, Beto Pandiani, velejador, sobre esse e outros aprendizados e porque suas vivências no mar servem de inspiração para enfrentar tempos incertos: https://lnkd.in/dT7hcKk #ciandtpodcast'",30,0,Transformação Digital,,,
72,ciandt,2020-07-22,"Desafios não triviais e cada vez mais complexos exigem todo o potencial coletivo e #criatividade para criar soluções não-óbvias. Entenda como colocar isso em prática no novo CI&T Podcast com nosso convidado Mauro Cavalletti, fundador da Bitnik Estratégias Criativas, e Will Roscito, nosso Creative Manager: https://lnkd.in/d5uNzF3 #ciandtpodcast'",44,0,Diversidade,,,
73,ciandt,2020-07-22,"Em meio ao novo cenário do mercado, o Carrefour Brasil conseguiu acelerar a #transformação da sua sólida estrutura operacional e hoje enfrenta os novos desafios com sucesso e #agilidade. Para o CIO, Paulo Henrique Farroco, o pioneirismo da maior varejista alimentar do país é resultado de tomadas de decisão ainda mais rápidas, de colocar o cliente verdadeiramente no centro das atenções e também no centro estratégico da companhia.Ouça aos aprendizados e estratégias dessa jornada no novo episódio do CI&T Podcast com o Paulo Farroco, ao lado do nosso CTO, Bruno Simioni: https://lnkd.in/dM4ZDu8'",66,1,Transformação Digital,,,
75,ciandt,2020-07-22,"Traçar e rever objetivos de forma rápida, executando-os em ciclos curtos, é a chave para adaptação e experimentação. Ouça ao novo episódio do CI&T Podcast com o nosso CDO, Paulo Roberto Vasc. Camara, e saiba como as OKRs contribuem para desdobrar estratégias de forma cadenciada e ágil: https://lnkd.in/dasXdtb #okrs #estrategia #ciandtpodcast'",67,3,Marca,,,
76,ciandt,2020-07-22,"Está no ar mais um episódio da websérie ""Inovação começa hoje"", do Cubo Itaú, para a qual colaboramos em parceria com a VOCÊ S/A! Confira agora: https://lnkd.in/dfukTNp #inovação'",26,0,Marca,,,
79,ciandt,2020-07-22,"Já somos mais de 100.000 pessoas conectadas por aqui em busca de transformação, inovação e impacto! Recebemos esse presente do LinkedIn, que nos lembra de comemorar essa grande comunidade que temos construído, que está com a gente compartilhando conhecimento, refletindo sobre o futuro e escalando inovação. #weareciandt'",258,6,Diversidade,,,
81,ciandt,2020-07-22,"Buscamos pessoas que queiram construir com a gente um novo mundo, que compartilhem de nossos valores e queriam promovê-los nesse universo! Se você é estudante de curso técnico, tecnólogo ou de graduação ligado à tecnologia da informação, venha fazer parte do #nextgen 2021, nosso programa de estágio. Inscreva-se: https://lnkd.in/dw8N5wh #ciandt'",165,3,Marca,,,
82,ciandt,2020-07-22,"Em geral, as empresas têm ciência da importância dos dados, mas enfrentam barreiras como a falta de uma cultura efetiva que permita transformá-los em inteligência. Ouça o novo episódio do CI&T Podcast com o Gabriel Marostegam, nosso Senior Manager Analytics, sobre o tema: https://lnkd.in/dWgxfNE #ciandtpodcast'",48,0,Transformação Digital,,,
92,ciandt,2020-07-22,"Em parceria com a VOCÊ S/A, colaboramos para a criação da websérie “Inovação começa hoje”, do Cubo Itaú. Nela, executivos compartilham dicas de disrupção. Assista ao primeiro episódio que reúne nosso CSO Bob Wollheim e Vicente Avellar, COO da brMalls. #inovação #futuro #disrupção'",25,0,Marca,,,
96,ciandt,2020-07-22,"O segundo episódio da websérie ""Inovação começa hoje"", do Cubo Itaú, em que colaboramos ao lado da VOCÊ S/A, já está no ar. Confira agora: https://lnkd.in/dfZxKC4'",21,0,Transformação Digital,,,
118,ciandt,2020-07-22,"Ter empatia é a grande chave para impulsionar a troca de conhecimentos, o seu desenvolvimento profissional e a construção da inteligência coletiva, criando ambientes de trabalho positivos e propícios à inovação. Saiba como fazer isso no nosso novo artigo. #carreira #colaboracao'",307,0,Marca,,,
172,ciandt,2020-07-22,"Estamos felizes por saber que tantas pessoas querem fazer parte do nosso universo e aproveitamos para agradecer a todas que se inscreveram em nosso processo seletivo! Em breve, as pessoas selecionadas para a próxima fase do processo receberão um e-mail, que as levará para o primeiro desafio online. E para você que já se graduou, não deixe de acompanhar nossas oportunidades em nossa página de Carreiras! https://lnkd.in/ddufQS6 #weareciandt #ciandtnextgen'",169,1,Diversidade,,,
173,ciandt,2020-07-22,Aproveite essa chance de fazer parte de nosso time! Está procurando ou conhece alguém que está em busca de uma oportunidade para atuar como Systems Architect? Saiba mais: https://lnkd.in/dtDB53g #wearehiring #systemsarchitect',59,0,Carreira,,,
174,ciandt,2020-07-22,Temos vaga para Developer Android! Está procurando ou conhece alguém que está em busca de uma oportunidade? Saiba mais sobre essa atuação e inscreva-se: https://lnkd.in/dBEyDCs #wearehiring #ciandt',52,1,Carreira,,,
175,ciandt,2020-07-22,"Hoje é o último dia para se inscrever em nosso programa de estágio! Se você é estudante de curso técnico, tecnólogo ou de graduação ligado à tecnologia da informação, venha fazer parte do Next Gen 2021. Inscreva-se: https://lnkd.in/dFP5h9P#ciandtnextgen #nextgen #programadeestagio'",52,0,Marca,,,
176,ciandt,2020-07-22,"Estamos buscando pessoas com criatividade, habilidades técnicas, colaborativas e que queiram crescer como pessoas e profissionais em nosso ambiente disruptivo. Inscreva-se em nosso programa de estágio, o CI&T Next Gen, que tem vagas para as bases de Campinas e Belo Horizonte com horários flexíveis: https://lnkd.in/ghsw_aA #ciandtnextgen #weareciandt #programadeestágio'",194,10,Diversidade,,,
177,ciandt,2020-07-22,Está procurando ou conhece alguém que está em busca de uma oportunidade para atuar como Developer iOS? Aproveite essa chance de fazer parte de nosso time! Acesse: https://lnkd.in/dJpRtCh #wearehiring #developer',65,1,Carreira,,,
178,ciandt,2020-07-22,"Participe do CI&T Next Gen 2021 e faça parte você também do nosso universo! Estamos buscando pessoas com criatividade, habilidades técnicas, colaborativas e que queiram crescer como pessoas e profissionais em nosso ambiente disruptivo. Inscreva-se em nosso programa de estágio, que tem vagas para as bases de Campinas e Belo Horizonte com horários flexíveis: https://lnkd.in/ghsw_aA #ciandtnextgen #weareciandt #programadeestágio'",85,1,Diversidade,,,
179,ciandt,2020-07-22,"Em nosso Instagram temos falado sobre #propósito, #futurodotrabalho e planejamento de #carreira. E, quando falamos sobre tudo isso, não podemos deixar de pensar em transições, porque muitas vezes nossas carreiras não são lineares. Mas o que podemos fazer quando percebemos que não estamos trilhando a jornada profissional que está mais alinhada ao nosso propósito? Para conversar sobre o assunto, convidamos Roberta Valezio, engenheira por formação que decidiu se especializar no desenvolvimento humano. Esperamos você amanhã, às 10h, em nosso Instagram!E se você quiser rever as últimas conversas que tivemos por lá, acesse: https://lnkd.in/duFRmMH'",52,1,Dados,,,
180,ciandt,2020-07-22,"Planejar sua trajetória profissional é fundamental para que você se sinta uma pessoa realizada, conectada a seus próprios valores e a seus propósitos de vida e de #carreira. Este é o tema de nossa próxima live no Instagram com nossa Business Partner Manager Joceline Abe Seixas. Esperamos você nessa quarta-feira, 22 de julho, às 10h, no @ciandt!'",55,1,Carreira,,,
181,ciandt,2020-07-22,"Hoje nosso CEO Cesar Gon participa de um bate-papo especial promovido em parceria com a PKT associada à FDC, a Fundação Dom Cabral. Junto com o professor Carlos Arruda, Diretor do Programa de Gestão Avançada, eles falarão sobre os desafios que as empresas enfrentam na adaptação para o ambiente digital e como a liderança é essencial para conectar a dinâmica Lean Digital na jornada de #transformação das organizações.Acompanhe pelo Youtube através deste link: https://lnkd.in/eqYVSrN'",103,5,Transformação Digital,,,
182,ciandt,2020-07-22,"Se você está em um curso técnico, tecnólogo ou de graduação relacionado à área de tecnologia da informação, venha fazer parte de nosso programa de estágio, o CI&T Next Gen 2021! Estudantes de cursos matutinos e noturnos podem participar, pois o horário é flexível e você só precisa ter disponibilidade para cumprir a carga horária do estágio. O processo seletivo é 100% online e você terá a chance de fazer parte de nosso universo. Por aqui, construímos um ambiente colaborativo, diverso, inclusivo e de muito aprendizado. Inscreva-se: https://lnkd.in/dm464uH #ciandt #weareciandt #nextgen #programadeestágio'",169,14,Diversidade,,,
183,ciandt,2020-07-22,Temos vaga para Squad Leader! Está procurando ou conhece alguém que está em busca de uma oportunidade? Saiba mais sobre essa atuação e inscreva-se: https://midi.as/xM33 #wearehiring #ciandt #squadleader',113,6,Carreira,,,
185,ciandt,2020-07-22,"Já estamos contando os dias para receber as nossas novas pessoas que chegarão pelo #nextgen 2021. Essas são algumas das que participaram do programa em 2020 e que agora estão com a gente em diferentes projetos da nossa base Campinas! Se você está em um curso na área de tecnologia, seja curso técnico, tecnólogo ou graduação, e quer fazer parte de nosso universo, inscreva-se em nosso programa de estágio, o CI&T Next Gen 2021! Há vagas para as bases de Campinas e Belo Horizonte e os horários são flexíveis. Acesse: https://midi.as/tJ33 #programadeestágio #ciandt'",101,2,Diversidade,,,
186,ciandt,2020-07-22,"Qual é o seu #propósito de vida? Você consegue aliar esse propósito ao seu propósito de carreira? E como podemos descobrir esse caminho para uma vida com mais significado? Convidamos nosso Head of Engineering Vinicius Lucas para conversar sobre o assunto em mais uma live em nosso Instagram. Esperamos você ao vivo nessa quarta-feira, 15 de julho, às 10h, para esse encontro. #ciandtlives'",41,2,Carreira,,,
187,ciandt,2020-07-22,Está procurando ou conhece alguém que está em busca de uma oportunidade para atuar como Developer Magento? Aproveite essa chance de fazer parte de nosso time! Acesse:  https://lnkd.in/d76Yu84 #wearehiring #developer',69,2,Carreira,,,
188,ciandt,2020-07-22,"Aproveite os últimos dias para se inscrever em nosso programa de estágio. Se você é estudante de curso técnico, tecnólogo ou de graduação ligado à tecnologia da informação, venha fazer parte do Next Gen 2021. Acesse: https://lnkd.in/e5yC8PF #ciandtnextgen #nextgen #programadeestagio'",48,2,Carreira,,,
189,ciandt,2020-07-22,"Qual é o poder do trabalho coletivo? E, em especial, qual é o poder do trabalho coletivo em um momento em que boa parte dos times está em #workfromhome? Para responder essas perguntas, convidamos Mauro Cavalletti, fundador da Bitnik Creative Strategies, para participar de nosso CI&T Lives. Acompanhe esse bate-papo ao vivo amanhã (10) às 10h em nosso Instagram! #ciandtlives #trabalhocoletivo'",27,0,Diversidade,,,
194,ciandt,2020-07-22,"Pensar sobre o #futuro em um momento incerto como este é desafiador. Estamos observando as estruturas que conhecíamos, por mais inovadoras que fossem, se transformarem, inovarem e se tornarem cada dia mais disruptivas. Para refletir sobre o assunto, convidamos Pedro Prates, Head de Corporate e Produtos Digitais do Cubo Itaú, para conversar ao vivo com a gente em nosso Instagram. Acompanhe esse bate-papo amanhã, sexta-feira (17), às 10h. #ciandtlives #weareciandt'",34,1,Vagas,,,
38,iteris-consultoria-e-software,2020-07-22,"Gestão de acessos e trabalho remoto são fatores cruciais para qualquer empresa, ainda mais no momento atual, e demandam atenção especial.Faça o download do estudo do Gartner e saiba quais são os recursos que mais precisam de atenção.CAP2AM é Iteris!#CAP2AM #Gestaodeacessos #idm #iga #iam #Iteris'",38,1,Conteúdo Técnico,,,
43,iteris-consultoria-e-software,2020-07-22,Precisa de uma plataforma para automatizar os processos da sua empresa de maneira ágil e segura?Então você precisa do CAP Platform!CAP Platform é Iteris!#capplatform #iteris #automatizacao',48,0,Conteúdo Técnico,,,
45,iteris-consultoria-e-software,2020-07-22,"Gerenciamento e segurança de dados são fatores estratégicos para uma boa Governança Corporativa, mas fazê-los sem recursos adequados pode gerar riscos.Acesse o estudo do Gartner e conheça mais detalhes.CAP2AM é Iteris!#segurançadedados #governancacorporativa #gerenciamentodedados #CAP2AM #Iteris'",34,0,Segmentos de Mercado,,,
78,iteris-consultoria-e-software,2020-07-22,"Lidar diariamente com o usuário exige do Designer mais do que competências técnicas, pede que ele tenha habilidades comportamentais e interpessoais, as famosas “soft skills“. E é justamente sobre isso que o André Ceraldi, Team Leader da equipe de UX|UI da Iteris, fala no artigo de hoje.Clique na imagem e leia o artigo. Essas soft skills servem para todos!#softskills #designer #uxui #azure #blogiteris #iterishttps://lnkd.in/ggru984'",57,2,Conteúdo Técnico,,,
79,iteris-consultoria-e-software,2020-07-22,"Determinante para o sucesso das aplicações web, a experiência do usuário pode ser melhorada com o aumento da performance em Angular.Quem conta pra gente como fazer isso é o Edson Teramoto, Team Leader aqui na Iteris.Clique na imagem e confira o artigo.#angular #aplicaçõesweb #performance #experiência https://lnkd.in/eZePfFc'",58,0,Dados,,,
83,iteris-consultoria-e-software,2020-07-22,"Você provavelmente já deve ter ouvido falar no termo cocriação. Mas você sabia que esse conceito é muito utilizado em Design Thinking, sendo considerado um divisor de águas entre a parte de idealização de um projeto e sua conclusão?Hoje, quem explicará esse conceito para nós é o Flávio Takao Miyashita, UX&UI Designer aqui na Iteris.Clique na imagem e leia o artigo na íntegra!#cocriacao #uxui #design #blogiteris #iterishttps://lnkd.in/ewEvjnJ'",56,2,Conteúdo Técnico,,,
85,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Agile Coach - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#agilecoach #carreira #tecnologia #ti #carreiraiteris #iterishttps://lnkd.in/e46_upF'",40,0,Carreira,,,
90,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Analista de Infra Azure (DevOps) - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#infra #azure #devops #tecnologia #ti #carreira #iteris #carreiraiterishttps://lnkd.in/eAyuZhx'",39,0,Carreira,,,
91,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Desenvolvedor Android Jr. - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#desenvolvedor #devs #android #devsandroid #tecnologia #ti #carreira #iteris #carreiraiterishttps://lnkd.in/eQBVS3J'",48,0,Carreira,,,
92,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Analista de Service Desk Jr. - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#servicedesk #carreira #tecnologia #ti #carreiraiteris #iterishttps://lnkd.in/d8-iEVH'",28,0,Carreira,,,
93,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Product Owner - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#productowner #carreira #tecnologia #ti #carreiraiteris #iterishttps://lnkd.in/ewcSATP'",36,0,Carreira,,,
95,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Scrum Master - Barueri/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#scrummaster #scrum #tecnologia #ti #carreira #iteris #carreiraiterishttps://lnkd.in/ehPbkQE'",24,0,Carreira,,,
98,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Analista de Comunicação Jr - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#comunicacao #carreira #tecnologia #ti #carreiraiteris #iterishttps://lnkd.in/enBJCgy'",39,0,Carreira,,,
104,iteris-consultoria-e-software,2020-07-22,"Fundamental no universo do Big Data, o Data lake pode ser utilizado no Azure, entretanto, a correta configuração do serviço é primordial para utilizá-lo de maneira escalável e sustentável.Neste artigo, o Rafael Alves Ribeiro de Souza explica como conectar o Azure Databricks (ADB) no Azure Data Lake Services.#bigdata #datalake #databricks #azure #blogiteris #iterishttps://lnkd.in/gEDCEfK'",30,0,Conteúdo Técnico,,,
105,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Desenvolvedor Front-end Sr (React) - São Paulo/SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#desenvolvedor #frontend #devs #carreira #tecnologia #ti #carreiraiteris #iterishttps://lnkd.in/eSfHs6k'",33,2,Carreira,,,
111,iteris-consultoria-e-software,2020-07-22,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Desenvolvedor Fullstack Pl/Sr (Java e Angular) - São Paulo - SPEssa vaga não corresponde ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#desenvolvedor #devs #fullstack #java #angular #tecnologia #ti #carreira #iteris #carreiraiteris https://lnkd.in/eYjfHtP'",34,0,Carreira,,,
129,iteris-consultoria-e-software,2020-07-22,"Estimular a troca de conhecimento e reconhecer as habilidades de nossos colaboradores são as principais características dos nossos Meetups, que acontecem semanalmente.Nas últimas semanas rolaram vários:Nosso Agile Coach, Ari do Amaral Torres FIlho, falou sobre System Thinking e seu uso para melhorar as tomadas de decisões. Tivemos também um encontro com a Jessica Silva, Dev Sr. e Key Position, que trouxe o tema: SOAP, REST e o consumo de APIs na vida real. E ontem, foi a vez do Matheus Brito, Consultor de BI, que introduziu o conceito de Data Lake e a implementação dele por meio do Data Bricks.Nas próximas semanas tem mais!#meetups #systemthinking #soap #rest #apis #datalake #databricks #iteris'",51,0,Dados,,,
130,iteris-consultoria-e-software,2020-07-22,"Teve meetup essa semana também, afinal, compartilhar e adquirir conhecimento nunca é demais!Na quarta, aconteceu o #3 meetup de Modern Workplace, apresentado pelo Fábio Tinelo, que nos mostrou, na prática, como integrar sistemas ao Salesforce, além de nos falar sobre as vantagens e desvantagens da integração. E ontem, a condução do #11 meetup de Front-end ficou por conta do Ricardo Sousa Vaz de Carvalho, que trouxe a importância na definição de uma arquitetura para projetos de React, assim como nos apresentou os conceitos de Atomic Design e Duck Pattern como proposta de solução.#meetups #modernworkplace #fronend #salesforce #react #iteris'",56,0,Dados,,,
131,iteris-consultoria-e-software,2020-07-22,"Essa semana o Meetup foi de Cloud & DevOps, com o tema: Azure function + Logic apps.Quem conversou com a galera foi o Sandor, Desenvolvedor aqui na Iteris. Mais do que um bate papo, teve também uma demonstração prática de criação de integrações e fluxos de processos.Para finalizar, foram compartilhados alguns desafios resolvidos com a metodologia apresentada. Esse mês ainda temos mais dois encontros, nas frentes de Modern Workplace e Front-end.#meetups #cloud #devops #clouddevops #iteris'",43,0,Conteúdo Técnico,,,
132,iteris-consultoria-e-software,2020-07-22,"No último mês, nossas equipes de Gente e Gestão e Gestão do Conhecimento se dedicaram muito para realizar o 4º Hackathon Decola Iteris, o primeiro em formato totalmente remoto.A última etapa, realizada no sábado, 4, levou os candidatos a demonstrarem suas competências pessoais e seus conhecimentos em desenvolvimento durante a criação de uma Web APP em Angular.Escolher apenas nove não foi nada fácil, afinal, todos eram muito bons. Em breve a gente te conta quem serão nossos novos colegas de trabalho!#hackathon #hackathondecola #decola #decolaiteris #iteris #programadeestagio'",61,0,Diversidade,,,
80,gft-group,2020-07-22,"O que você busca em uma empresa? Se a independência para tomar decisões é uma delas, a GFT Brasil é o seu lugar! Aqui, incentivamos a autogestão no ambiente de trabalho e também a capacitação dos profissionais. Como a história de Diego Cardoso, um dos líderes do projeto Open Banking.  Quer ajudar a transformar também? Então, dê match com a gente! #VempraGFt #DeuMatch #transformaçãodigital'",55,5,Transformação Digital,,,
84,gft-group,2020-07-22,"Você sabia que aqui na GFT Brasil é possível mudar de carreira sem sair da companhia? Conheça as histórias de quem fez essas escolhas, e agora, está mais feliz e satisfeito! Dê match com a GFT e saiba mais sobre nossas oportunidades!  https://bit.ly/32R7CwY#VempraGFT #TeamGFT'",114,6,Segmentos de Mercado,,,
96,gft-group,2020-07-22,"Se você gosta de aprender e compartilhar conhecimento, a GFT é o seu lugar! Conheça a história de Josué Vidal, nosso arquiteto MultiCloud, Azure e AWS. Será que a próxima história não pode ser a sua? Dê match com a gente!  https://bit.ly/3eh1fFk #VempraGFT'",94,17,Segmentos de Mercado,,,
155,gft-group,2020-07-22,"In che modo le aziende potranno lavorare secondo modalità che possano definirsi realmente smart e non “solo” di remote working? Fabrizio Callery racconta a The Innovation Group il progetto #Widapp, soluzione GFT Technologies per rispondere alla rivoluzione in atto nel mondo del lavoro.'",16,0,Marca,,,
160,gft-group,2020-07-22,"Watch here a teaser of our on-demand GFT #webinar on hybrid and #multicloud and get a unique look into the full power of #Google Anthos and Apigee. Our dynamic demonstration shows how deploying Anthos and Apigee is already enabling forward-thinking firms to intelligently maximise overstretched technology budgets to deliver long-lasting, transformative business change capabilities, today. You can watch the webinar in full here https://bit.ly/3eFNUGE'",44,1,Variados,,,
161,gft-group,2020-07-22,"Somos patrocinadores do Hackathon Santander Data Challenge. A maratona virtual será realizada nos dias 1 e 2 de agosto (sábado e domingo). Nosso desafio é reunir equipes criativas para buscar soluções para problemas que as pequenas e médias empresas estão enfrentando com a #pandemia.Se você tem boas ideias e é apaixonado por tech, vem participar com a gente! Faça a sua inscrição até o dia 24/07: https://lnkd.in/e3iRruK. #VemTransformar'",16,1,Marca,,,
164,gft-group,2020-07-22,"O Hackathon Santander Data Challenge começa amanhã! Nós da GFT Brasil, somos um dos patrocinadores e apoiamos esta causa para ajudar as pequenas e médias empresas! Durante este final de semana, Marcelo Rosa e Paloma Martin de Soto, integrantes do nosso #TeamGFT, estarão auxiliando as equipes nessa super maratona de dados! #VemTransformar #GFTBrasil #TeamGFT'",50,4,Diversidade,,,
166,gft-group,2020-07-22,"""GFT is moving to its new headquarters in Poland. 450 of 850 Polish #GFTExperts will be working in top location – City Gate in Lodz. Relocation has already started and will last until the end of this fall, so our specialists are now preparing to explore their new place. We are really excited about the new adventures awaiting them…:) #lodz Invest in Lodz (Central Poland) Congrats Marika Lulay Wojciech Mach Marek Bartosik, well done Aleksandra Szelag & team, thank you Skanska, Arkadiusz Rudzki Justyna Prokop, can't wait for our meeting there Marcin Maslowski!""",107,0,Variados,,,
169,gft-group,2020-07-22,"We are delighted to have reached ⭐ #100kfollowers ⭐ on our GFT LinkedIn profile! Therefore we want to #thankyou and give you a hearty 💙 high-five for liking, sharing and commenting on our content. We appreciate your support and enjoy engaging with you!To celebrate this outstanding milestone we introduce to you our new GFT avatars. We hope you enjoy interacting with our new GFT superstar #avatars 😍😄️#100k #avatar #teamgft #digitalfirst'",178,4,Variados,,,
170,gft-group,2020-07-22,"Há 10 anos trabalhamos com a IBM entregando soluções personalizadas para clientes, unindo os softwares e as tecnologias mais avançadas à nossa sólida expertise técnica de serviços. O resultado desse trabalho com qualidade e responsabilidade fez com que nos tornássemos Platinum Business Partner! Ser disruptivo e inovador, isso é ser GFT! #GFTBrasil #Readytogrow'",58,0,Marca,,,
225,gft-group,2020-07-22,"In the latest episode of ‘The Silver Lining’, our #podcast series on all things #cloud, Karl Havard is joined by Mike Kennedy from TIBCO to discuss the latest news and developments in the sector. https://bit.ly/3hGu4wY'",38,1,Variados,,,
